"","s58_vc09","s59_vc09","s60_vc09","s1_vc10","s10_vc10","s11_vc10","s12_vc10","s13_vc10","s14_vc10","s15_vc10","s16_vc10","s17_vc10","s18_vc10","s19_vc10","s2_vc10","s3_vc10","s4_vc10","s5_vc10","s6_vc10","s7_vc10","s8_vc10","s9_vc10","s63_vc11","s64_vc11","s46_vc16","s47_vc16","s48_vc16","s49_vc16","s50_vc16","s51_vc16","s52_vc16","s53_vc16","s54_vc16","s55_vc16","s56_vc16","s57_vc16","s58_vc16","s59_vc16","s60_vc16","s61_vc16","s62_vc16","s63_vc16","s64_vc16","s43_vc17","s44_vc17","s45_vc17","s46_vc17","s47_vc17","s48_vc17","s49_vc17","s50_vc17","s51_vc17","s52_vc17","s53_vc17","s54_vc17","s55_vc17","s56_vc17","s57_vc17","s58_vc17","s59_vc17","s60_vc17"
"lm23 mapping",0,959,5434,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,3013,2947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm24 mapping",0,915,2942,2994,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,2762,2573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm25 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm26 mapping",3650,0,2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4165,3802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm27 mapping",457,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm28 mapping",59,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1981,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm29 mapping",1703,3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm30 mapping",2598,2814,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3971,3863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm31 mapping",0,139,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm32 mapping",1842,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3783,3847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm33 mapping",1863,2091,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm34 mapping",473,441,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,2286,2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm35 mapping",3001,819,4113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3397,3196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm36 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2085,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm37 mapping",0,1981,2228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2833,2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm38 mapping",815,793,3158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3164,2916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm39 mapping",1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2542,2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm40 mapping",3040,4792,4332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm41 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm42 mapping",0,536,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30351,21580
"lm43 mapping",0,0,4129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm44 mapping",1110,650,589,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,3986,3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97069,0,178232,0,0,0,2048,4516,7361,0,0,0,5974,3717,0,0,105546,36015
"lm45 mapping",0,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm46 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm47 mapping",1729,0,894,0,0,0,0,0,0,0,0,0,0,0,479,0,0,0,0,0,0,0,3674,3541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322464,1177339,1181606,865724,221644,206209,78505,220050,181848,1150649,314425,405952,258322,257965,973906,0,38640,0
"lm48 mapping",3133,2015,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4917,4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm49 mapping",0,576,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm50 mapping",77,0,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm51 mapping",2811,630,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm52 mapping",0,958,2495,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,2768,2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm53 mapping",1888,0,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm54 mapping",460,1024,625,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,2900,2797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm55 mapping",0,701,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm56 mapping",0,2904,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3906,3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm57 mapping",746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm58 mapping",0,223,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,3237,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm59 mapping",2096,3213,3794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6844,6404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm60 mapping",1145,777,1558,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,1143,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm61 mapping",1799,1314,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2386,2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm62 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm63 mapping",1472,2176,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm64 mapping",1015,0,575,13455,0,0,0,0,0,0,0,0,0,0,1362,0,0,16346,0,0,0,0,1846,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm65 mapping",0,0,1826,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,4706,4922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm66 mapping",772,2968,2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3257,3316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm67 mapping",0,1160,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445,2268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm68 mapping",768,761,3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4903,4977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm69 mapping",1387,1434,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm70 mapping",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm71 mapping",880,0,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm72 mapping",1332,0,2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm73 mapping",1452,1348,5470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3534,3441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm74 mapping",0,193,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,2145,1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm75 mapping",0,1163,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm76 mapping",750,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm77 mapping",1869,3171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2667,2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm78 mapping",1055,2176,3765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5032,4860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm79 mapping",727,1393,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2287,2309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm80 mapping",91,908,2563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2497,2557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm81 mapping",1507,1254,1840,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2028,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm82 mapping",0,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm83 mapping",872,4173,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666,2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm84 mapping",0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm85 mapping",5122,4417,4224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5812,5767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm86 mapping",1045,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3590,3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm87 mapping",752,0,2105,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,2616,2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm88 mapping",0,957,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm89 mapping",0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm90 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm91 mapping",3021,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm92 mapping",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,408,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm93 mapping",4504,2343,3807,601,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,7076,6520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm94 mapping",1417,2909,2322,0,23572,37324,951,15539,15886,771,4836,19747,39733,21720,0,0,0,0,29591,26425,23782,34531,4359,3829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm95 mapping",1946,581,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm96 mapping",2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm97 mapping",0,0,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
