barcode,in0a,in0a_v2,in0a_v3,in0a_v4,in0a_v5,in0a_v6,in0a_v7,in0a_v8,L7167,L7168,L7169,L7170,L7176,L7177,L7178,L7179,L7180,L7181,L7182,L7183,L7184,L7189,L7190,L7191,L7192,L7193,L7194,L7195,L7196,L7197,L7198,L7199,L7200,L7402,L7404,L7405,L7406,L7407,L7408,L7410,L7411,L7412,L7413,L7414,L7417,S7167,S7168,S7169,S7170,S7176,S7177,S7178,S7179,S7180,S7181,S7182,S7183,S7184,S7189,S7190,S7191,S7192,S7193,S7194,S7195,S7196,S7197,S7198,S7199,S7200,S7401,S7402,S7403,S7404,S7405,S7406,S7407,S7408,S7409,S7410,S7411,S7412,S7413,S7414,S7415,S7416,S7417,S7418,L7028,L7032,L7034,L7037,S7028,S7029,S7030,S7031,S7032,S7033,S7035,S7036,S7037,U7027,U7028,U7029,U7030,U7031,U7032,U7033,U7034,U7035,U7036,L7039,L7040,L7041,L7042,L7043,L7045,L7046,L7048,S7039,S7040,S7041,S7042,S7043,S7045,S7046,S7047,S7048,U7039,U7040,U7041,U7042,U7043,U7045,U7046,U7047,U7048,L1,L10,L11,L12,L13,L14,L2,L3,L4,L5,L6,L7,L7094,L7095,L7096,L7097,L7098,L7099,L7100,L9,S1,S10,S11,S12,S13,S14,S2,S3,S4,S5,S6,S7,S7094,S7095,S7096,S7097,S7098,S7099,S7100,S9,U1,U10,U11,U12,U13,U14,U2,U3,U4,U5,U6,U7,U7094,U7095,U7096,U7097,U7098,U7099,U7100,U9
"Cluster_30680,contig_0 consensus mapping",55,53,55,53,82,53,57,81,0,4,2,0,0,0,0,0,0,1,10391,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,1,219,0,188,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,804,0,0,0,10,0,0,0,0,0,0,0,5825,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,2,0,1348,0,60,0,464,3,16,38,0,0,19,158,0,1,0,116,0,3,147,0,0,472,1,0,0,0,116,4136,0,0,1,73,280,0,0,0,1,40,27,0,12,1,0,23,1,3,155,0,1,176,1,0,231,0,9
"Cluster_23221,contig_0 consensus mapping",49,61,49,61,92,82,48,83,0,1,2,0,15,3,113925,0,1,2,2,1,0,0,0,0,2,0,107,2,2,120,0,0,3,81,1,0,0,0,0,0,1,140,0,0,0,0,0,1,37,10,3,80868,0,1,0,1,0,0,0,0,0,1310,0,1,2,78,430,951,0,140,0,0,0,0,5,0,0,0,0,1,0,0,5460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,149,0,0,116,1,528,2684,59,79,46,0,25,131,1,0,0,300,0,2,200,39,1,2,97,0,0,1,244,3,262,0,0,104,0,5,1,125,0,4,19,79,26,0,48,2,0,4,77,8,0,1181,65,4,25,0,2
"Cluster_19311,contig_0 consensus mapping",40,38,40,38,61,54,42,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8451,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,181,53,2,40,193,0,1416,0,0,0,0,0,104,0,0,0,1,0,0,150,0,0,2,0,0,0,0,0,0,0,0,0,44,13,0,0,0,23,120,0,15,0,0,0,0,0,146,0
"Cluster_3008,contig_0 consensus mapping",38,51,38,51,71,51,41,65,167,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,791,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611,0,0,1324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,330,789,0,30,0,2,3,2,83,0,0,4,12,0,0,0,338,34,156,0,70,3,0,0,1,0,0,404,3938,250,0,1,0,0,0,2,743,1,0,0,181,258,0,2,0,1,4,409,190,528,1,0,2,2,9,0
"Cluster_16987,contig_0 consensus mapping",71,58,71,58,74,61,43,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0,2,0,148,2,2,39,0,2,0,0,161,0,0,1,0,365,1,0,4,2,1,0,61,0,0,0,221,0,0,0,0,146,0,0,72,0,0,0,0,0,0,13,0,63,486,3,0,1527,0,0,166,0,0,1,0,0,0,1
"Cluster_4464,contig_0 consensus mapping",57,38,57,38,77,72,42,69,0,0,0,0,0,0,0,0,0,0,0,343,0,10,0,0,0,0,0,0,463,0,20897,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,12,7,0,0,0,1,0,0,0,0,0,0,0,0,1,30602,0,0,3,0,14,0,1,24,1,0,2321,1,14643,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,4,341,5263,1,141,0,7,0,0,143,1,0,2,22,172,0,0,68,694,3357,0,256,1,357,315,1,0,0,112,1,132,0,0,0,0,0,0,0,1,36,32,0,20,58,363,0,14,45,1,136,0,0,5,2,159,0,0
"Cluster_232,contig_0 consensus mapping",36,44,36,44,49,56,38,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,970,0,3358,2,0,5,0,106,0,114,2,0,0,0,114,0,1,1,2,0,0,0,416,1,0,126,95,6,0,127,0,4,0,223,495,1,0,4,10,128,0,1,2020,1,0,10,28,116,145,19,393,2,16,76,132,64,42,0,0,43,0,40
"Cluster_366,contig_0 consensus mapping",61,43,61,43,72,51,57,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1114,0,3639,3,0,8,2,125,0,118,1,1,0,0,145,0,0,2,1,0,0,0,470,0,0,125,81,7,0,137,1,3,0,207,529,0,0,7,13,128,0,0,2113,0,0,11,29,140,160,31,411,2,12,93,145,91,63,1,0,54,1,46
"Cluster_26422,contig_0 consensus mapping",49,41,49,41,70,66,35,61,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,1,0,0,0,0,4987,0,0,1,0,0,1,1793,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,3778,0,0,3,0,61,27,0,0,119,625,0,0,0,594,6,2,0,63,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,2,0,0,20,5,0,102,1256,32,0,0,0,0,97,0,0,1,0
"Cluster_32,contig_0 consensus mapping",59,63,59,63,110,86,65,88,1,0,0,2,0,1,0,0,0,3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3518,0,0,0,1,0,0,0,0,0,0,0,447,0,0,0,2,0,0,0,0,0,4,1,45,0,2,0,12,38,55,0,15,106,0,1,0,371,75,328,39,36,1,312,114,0,0,3,401,4,0,0,0,1,1,0,1,205,0,2,408,10,208,161,68,0,838,1,138,291,479,0,46,194,86,19,98
"Cluster_20523,contig_0 consensus mapping",36,47,36,47,53,69,41,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,831,1,0,0,0,0,1103,0,0,0,1,0,0,0,0,419,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,4,1081,0,0,234,1,0,0,166,72,1043,1,31,141,193,1,0,1,0,0,0,133,0,0,221,132,0,2,254,0,112,0,0,101,360,0,0,0,0,4,7,0,6,2,2,2,0,0,0,65,3,0,0,0,0,0,0
"Cluster_1316,contig_0 consensus mapping",41,50,41,50,74,51,35,70,0,0,8,0,5,0,0,2,0,0,0,0,0,0,0,0,6731,2,0,4,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,814,1,0,6,1,0,1128,0,0,0,2,1,6,0,0,388,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1158,3,1038,0,1,243,0,0,0,176,81,1087,0,21,137,204,1,0,1,0,2,2,133,1,0,253,128,0,1,273,0,121,0,1,111,370,1,2,0,0,2,6,0,20,0,0,0,0,0,0,74,1,1,0,0,0,0,0
"Cluster_81,contig_0 consensus mapping",61,56,61,56,105,69,60,88,884,0,0,1,0,0,0,5,5,0,0,0,0,1,1,2,0,7771,0,0,0,0,0,2,0,0,4,3,1,0,0,0,0,0,7,3,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,2,0,3695,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,222,0,436,0,2,0,15,26,56,1,2,1,150,0,0,330,3,1,1,1,15,0,0,0,1,0,0,891,183,2,1,104,146,0,2,1,2008,1,3,119,431,0,1,585,63,268,0,73,0,1,29,172,0,0,153
"Cluster_3095,contig_0 consensus mapping",43,32,43,32,66,40,43,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,1,3,0,0,120,3,0,0,0,0,134,24,0,0,128,543,0,0,1,0,0,0,1,0,1,0,0,0,0,4,0,588,154,0,3,88,0,0,0,0,0,1,0,101,16,362,0,0,2,7,63,363,18,1,0,3,0,0,93
"Cluster_15428,contig_0 consensus mapping",54,68,54,68,105,68,65,87,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1710,0,0,2,0,0,205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,549,0,0,0,0,1,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4089,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,322,1,621,3,553,2654,9,235,2,0,2,3,0,0,0,308,6,1,302,236,0,1,0,0,0,1,181,129,0,0,0,158,2,1,5,0,0,0,27,144,22,750,2,760,59,340,148,1,0,2,319,2,0,0,54
"Cluster_30871,contig_0 consensus mapping",52,37,52,37,66,39,42,46,0,0,0,0,2298,1,0,0,5208,0,0,0,1,0,4,3,1,0,0,1,3,0,185,0,2,0,0,3,0,0,0,2,3,0,0,3,0,417,0,4,0,0,4,0,0,1,0,0,0,0,2,0,0,4507,1,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,207,36,1149,23,1,1,0,19,31,158,0,3,23,242,0,0,669,0,0,0,51,0,106,0,0,0,1,497,245,95,0,0,72,1,0,0,0,0,0,1,0,10,1,2,407,32,138,0,0,0,0,1,0,0,0,0
"Cluster_31741,contig_0 consensus mapping",39,41,39,41,63,37,27,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,11294,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,45,0,0,1,0,0,1060,0,13,96,0,0,1,32,1,1,170,87,0,165,0,0,0,1,75,1,78,0,0,29,1,0,0,0,0,0,134,0,19,0,545,0,0,0,0,99,3,0,933,0,0,0,0
"Cluster_18396,contig_0 consensus mapping",47,41,47,41,80,50,41,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,0,483,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,2,6,0,0,0,2,0,0,0,16,0,3,1,0,0,0,0,67,0,0,0,35,0,313,1,0,0,0,0,1,0,0,0,165,0,0,6003,0,0,1,0,6,11,294,0,2,26,99,0,0,0,1,1,0,0,98,0
"Cluster_15305,contig_0 consensus mapping",40,37,40,37,65,43,31,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0,0,1479,1,0,0,0,0,0,0,1,0,0,0,0,105,1,0,0,0,0,279,0,66,1,0,0,0,0,128,0,119,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,9533,0,2177,0,1,12,0,0,8,0,4,0,0,0,0,0,2,4,0,1,373,1,1,29,0,0,0,0,45,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0,3,0,134,0,0,0,268,0,0,0,1196,10,18,15,100,360,15,0,35,192,0,191,1,0,1,1,0,0,0
"Cluster_23193,contig_0 consensus mapping",39,29,39,29,49,49,30,58,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3755,0,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,499,0,0,0,0,0,0,0,0,0,0,862,0,0,3,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3333,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,6,0,3668,358,36,0,5,0,93,618,314,0,17,26,706,0,0,91,9,0,0,0,1665,0,322,0,0,2,1,1,2,0,1,97,65,1,3,1,1,2,5,0,2192,870,263,223,2,0,329,164,0,289,54,189,15,24,0
"Cluster_6569,contig_0 consensus mapping",36,43,36,43,68,54,28,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,194,41,4267,1,0,1,1,35,41,372,0,6,0,230,0,0,4,9,0,0,140,3,0,1,0,0,7,0,174,1,0,0,188,227,0,0,3,1137,2,2,0,27,4,220,0,2882,258,0,127,0,0,28,1,1,0,2
"Cluster_23782,contig_0 consensus mapping",47,34,47,34,58,70,34,58,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,0,1,0,0,0,474,1,1,0,0,0,0,1,2,5,32,1,2,0,409,0,0,1,98,2,0,0,0,0,0,4,0,0,0,1,59,485,0,3,0,2,13,1,0,66,8,307,1,0,1,0,1,1,1002,0,0,0,386,98
"Cluster_11336,contig_0 consensus mapping",29,48,29,48,40,31,38,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,231,0,1,0,126,0,0,0,232,1,183564,3,1,0,0,129,248,0,1,83,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,260,0,0,622,146,0,67,0,0,0,132,61,25,0,0
"Cluster_13814,contig_0 consensus mapping",37,34,37,34,60,61,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,45,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,68,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,138,0,0,30,0,0,0,0
"Cluster_14851,contig_0 consensus mapping",68,84,68,84,112,97,71,89,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3076,0,0,0,0,0,1,0,1,0,45,1,0,0,1,0,2,111,0,0,0,0,4883,0,1,0,0,0,1,327,0,0,393,0,1,1,234,273,4,1,2,96,180,0,1,173,62,6,2,0,21,314,261,0,10,58,452,31,3,88,627,2,4,13,0
"Cluster_31668,contig_0 consensus mapping",49,54,49,54,72,56,47,64,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,803,0,6274,0,0,0,3929,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,2,77,0,0,0,170,173,78,0,19,129,1,5274,3,622,1,0,0,110,0,0,0,0,0,5,7,0,0,6,0,3817,3,0,0,0,0,4,362,0,11,0,620,0,4,17,0,2,1135,0,0,3,0,279,2
"Cluster_26076,contig_0 consensus mapping",37,25,37,25,62,58,39,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,1,18,1,0,0,1,0,186,701,44,0,48,206,1,0,1,105,0,1,1,136,0,0,1,0,0,0,0,108,192,0,0,70,0,0,0,0,1,0,0,125,21,283,0,116,0,0,332,1,0,0,0,0,0,0,0
"Cluster_11194,contig_0 consensus mapping",31,24,31,24,51,48,27,37,0,0,0,0,0,0,0,0,0,0,0,349,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,1,0,0,0,563,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10735,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,617,0,269,0,1,2,0,1,175,0,1,1,1,0,0,0,362,1,1,0,0,1,182,0,0,0,0,0,1,171,0,0,0,1,0,0,0,0,2,0,1,20,0,0,0,1,0,209,0,0,0,3,1,0,0,0
"Cluster_13568,contig_0 consensus mapping",107,90,107,90,63,52,22,46,0,2,0,0,0,8370,1,1708,0,0,2,106,3,0,0,0,0,0,0,0,5,0,0,1,8,0,2,0,0,0,0,0,9,0,1,0,0,2,0,7,201,0,3163,0,0,0,0,2964,0,0,0,0,0,1345,0,3,9,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,75,78,201,25,0,8,2,1,67,234,0,33,122,1,1,1,3695,10,0,125,14,0,0,172,1,0,0,371,288,0,498,0,59,4,0,0,46,0,0,76,119,20,0,90,0,1093,8,85,26,72,0,859,116,49,0,0
"Cluster_587,contig_0 consensus mapping",46,66,46,66,108,48,58,61,0,5273,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2305,0,19,0,1,1,136,53,268,2,2,0,0,0,0,27,3,3,396,209,0,113,0,0,0,0,274,1504,0,0,0,182,1,1,1,0,0,8,1,104,17,338,277,604,57,217,1,102,16,429,5,23,17,0,0
"Cluster_16640,contig_0 consensus mapping",55,58,55,58,82,46,36,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,929,0,0,0,0,0,0,0,2,0,0,0,453,49,0,0,0,0,84,33,0,32,136,87,0,0,222,1,0,257,111,0,0,1,0,0,2,164,1,0,0,0,145,0,1,0,0,0,2,4,153,20,455,146,24,1,4,0,5,0,0,45,283,1,0,31
