barcode,vc1,s61_vc12,s40_vc16,s41_vc16,s1_vc07,s10_vc07,s11_vc07,s12_vc07,s13_vc07,s14_vc07,s15_vc07,s16_vc07,s17_vc07,s18_vc07,s19_vc07,s2_vc07,s20_vc07,s21_vc07,s22_vc07,s23_vc07,s24_vc07,s25_vc07,s26_vc07,s27_vc07,s28_vc07,s29_vc07,s3_vc07,s30_vc07,s31_vc07,s32_vc07,s33_vc07,s34_vc07,s35_vc07,s36_vc07,s37_vc07,s38_vc07,s39_vc07,s4_vc07,s40_vc07,s41_vc07,s42_vc07,s43_vc07,s44_vc07,s45_vc07,s5_vc07,s6_vc07,s7_vc07,s8_vc07,s9_vc07,s58_vc09,s59_vc09,s60_vc09,s56_vc09,s57_vc09,s20_vc10,s21_vc10,s22_vc10,s23_vc10,s24_vc10,s25_vc10,s26_vc10,s27_vc10,s28_vc10,s29_vc10,s30_vc10,s31_vc10,s32_vc10,s33_vc10,s34_vc10,s35_vc10,s36_vc10,s37_vc10,s38_vc10,s39_vc10,s40_vc10,s41_vc10,s42_vc10,s43_vc10,s44_vc10,s45_vc10,s46_vc10,s47_vc10,s48_vc10,s49_vc10,s50_vc10,s51_vc10,s52_vc10,s53_vc10,s54_vc10,s55_vc10,s56_vc10,s57_vc10,s58_vc10,s59_vc10,s60_vc10,s61_vc10,s62_vc10,s63_vc10,s64_vc10,s22_vc11,s23_vc11,s24_vc11,s25_vc11,s26_vc11,s27_vc11,s28_vc11,s29_vc11,s30_vc11,s31_vc11,s32_vc11,s33_vc11,s34_vc11,s35_vc11,s36_vc11,s37_vc11,s38_vc11,s39_vc11,s40_vc11,s41_vc11,s42_vc11,s43_vc11,s44_vc11,s45_vc11,s46_vc11,s47_vc11,s48_vc11,s49_vc11,s50_vc11,s51_vc11,s52_vc11,s53_vc11,s54_vc11,s55_vc11,s56_vc11,s57_vc11,s58_vc11,s59_vc11,s60_vc11,s61_vc11,s62_vc11
lm1 mapping,659,4141,2558,3201,1,8,1,0,0,7,0,0,1,5,0,2,1,0,8,1,0,2,15,0,1,0,1,26059,2757,1,0,21791,3,1,0,12,4,3,2,0,8,0,0,0,0,9,1,0,0,1050,1666,1364,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,158,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,13,0,6,0,0,0,0,0,0,0,0,0,0,1150,0
lm2 mapping,373,2082,519,438,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,2294,0
lm3 mapping,928,5573,1457,3810,3,4,1,1,0,159950,1,0,3,0,1,2,2,0,57,0,0,0,3,3,2,1,2,102,0,0,0,2,3,3,2,83,0,0,1,0,2,0,2,697,0,53,0,0,1,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,10,0,40,0,0,0,195274,0,0,0,0,134438,0,2871,0
lm4 mapping,956,7598,3760,1751,0,3,3,1,0,0,1,0,0,1,4,1,4,0,0,0,1,0,3,3,6,0,3,18,30,2,2,3,3,4475,0,0,1,4,5,0,1,4,4,0,0,0,1,0,0,0,1170,2774,0,0,0,0,0,0,0,0,0,0,2398,0,0,0,0,44,0,0,11,21,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7275,0,0,0,0,0,10,0,22,0,0,7,0,0,0,0,0,0,0,4230,0
lm5 mapping,1026,6223,1237,2168,0,16,2,2,0,0,0,0,0,63448,4,27,1,4,0,1,1,0,44,4,2,1,3,0,3,5,0,49,1,2,0,0,1,2,0,0,22,1,1,1040,0,0,1,0,2,2011,2761,719,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,157,0,23,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,57088,0,7822,0,236654,0,0,0,156186,0,0,0,0,1095,628706
lm6 mapping,728,4382,0,534,0,1,1,2,0,1,0,0,0,1,2,1,1,0,0,0,1,2,1,0,0,0,1,1991,1,2,1,1,5,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,814,0,567,0,0,0,0,0,0,0,0,0,0,16,0,14,0,0,112,0,1465,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6977,0,0,2,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1829,0,0,0,4,0,0,6,0,15,0,0,0,0,0,283,0,0,0,0,1887,0
lm7 mapping,771,6260,1150,2731,1,3,1,1,0,1,1,0,0,2,2,1,1,0,0,0,1,2,3,0,3,0,1,0,0,1,0,1,3,0,0,1,0,0,3,0,0,0,0,0,0,1,0,1,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775994,0,714959,0,0,0,408463,0,161871,0,0,391342,962,0,457870,16435,0,918229,0,0,0,0,0,524,0,0,0,0,0,1272,0,23,0,0,544,0
lm8 mapping,95,527,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,642,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,2,0,0,0,4,0,0,0
lm9 mapping,663,3113,292,1250,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,1,0,1,2,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,2262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,5,0,0,0,0,0,0,0,2562,0
lm10 mapping,695,4101,827,7808,0,1,0,2,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,671,5463,3616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2276,0,0,0,0,0,0,4,0,11,0,0,3,0,0,0,0,0,0,0,4739,0
lm11 mapping,1738,9090,2190,3872,1,0,3,1,0,0,1,3,1,1,5,3,1,0,0,0,1,1,1,2,1,0,2,6,1,2,2,2,8,418,0,1,2,1,3,233,0,5,2,0,0,1,3,5,2,1970,0,3193,0,0,0,0,0,0,0,1194,0,0,62,0,0,0,0,799,931,0,43,0,37,0,0,0,0,0,0,0,0,0,0,790,0,0,34,0,0,17,0,0,291,0,0,85,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,4700,0
lm12 mapping,1355,6268,2498,953,130,22,129,2,104,79,21,61,120,38,19847,35,3,7413,108,91,126,331678,5269,46029,5076,41644,202,67362,3832,135502,3366,131,350,376,354946,276943,113195,4,224576,3347,106527,565865,5,133148,168,110,32,77,76,4567,2356,3748,661,88,0,0,0,0,0,0,0,0,1677,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7171,0,0,0,0,0,0,0,0,10853,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,21,0,0,0,0,0,0,0,0,0,0,6311,0
lm13 mapping,172,1577,68,1631,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,100322,0,0,0,0,13,68880,0,0,0,0,0,0,0,62,0,731,0
lm14 mapping,1021,5450,1363,2040,0,2,2,0,0,2,3,1,0,0,2,0,0,0,0,1,0,1,1,3,0,0,2,4,1,2,2,2,3,0,0,0,0,2,0,0,0,1,3,0,0,1,1,0,1,0,1715,3493,612,0,0,0,0,0,0,454,0,0,4315,0,0,0,0,301,0,0,0,40,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,37487,0,0,0,0,0,5,0,116,0,0,0,0,0,0,0,0,0,0,10446,0
lm15 mapping,409,2276,0,355,1,0,1,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,1,0,0,1,0,13,1,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,930,2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,8,0,0,3,0,0,0,0,0,0,0,987,0
lm16 mapping,760,2797,497,6157,70,52,35564,140583,1,0,256543,3,26,263,129,2,115,31,0,155,0,6,3,160,96,13,287586,6,1813,4,14,16,173,104,0,0,212,76,2,3,1,246,123,0,2,1,178049,3,5436,566,578,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,7,0,1950,0,0,5527,0,0,0,4,0,7,0,0,0,0,15,0,0,0,0,0,1845,0
lm17 mapping,612,5121,749,482,1,1,0,3,0,14407,0,1,0,0,3,2,3,0,7,0,0,0,1,1,3,0,1,8,0,1,0,3,2,2,0,3,0,0,0,0,2,3,2,0,0,7,0,1,0,0,676,1492,0,40,0,0,0,0,0,0,0,0,42,0,0,0,0,791,0,0,3,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,0,0,0,0,0,230,0,0,5,0,3,0,0,0,46,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,3166,0
lm18 mapping,839,4018,270,2706,0,1,1,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,127,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1203,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1679,0,0,0,0,5,0,0,0,0,0,2,0,0,13,0,12,38247,0,0,0,0,978,0,0,12,0,1564,0
lm19 mapping,143,1644,0,2265,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,29,0,1,1,1,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1576,0,0,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62,0,0,52,0,3,0,1,0,0,0,2,0,0,0,0,2,0,0,0
lm20 mapping,295,1449,350,1454,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,3,0,2,0,3,0,0,7878,375,0,0,1,0,2537,0,6,1,2,0,0,0,1,7,0,0,2,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114385,0,0,0,0,0,0,0,95270,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,438,0,0,0,3,0,0,0,0,0,0,919,0
lm21 mapping,157,474,0,733,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,8,0,0,0,2,3,0,0,0,0,0,0,0,1474,0
lm22 mapping,1090,7091,875,5157,1,0,2,2,5040,0,2,1,0,0,4,0,1,3,0,1,0,2,1,2,2,1,3,0,3,0,4,5,4,5,4,0,0,2,3,0,0,2,5,2,8,1,2,2,3,0,0,0,0,0,0,0,0,527,0,0,0,0,119,3,0,0,0,17,123,0,1040,0,3,0,0,0,0,0,0,0,0,18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,41881,0,0,0,0,0,12,0,0,0,0,3824,0,0,0,0,0,6,0,24,0,0,0,0,0,0,0,0,3373,0,1243,0
lm23 mapping,904,11116,448,990,1,7,1,3,0,1,3,0,1,8,5,9,3,0,3,4,2,7,26659,0,3936,0,5,5106,16754,3,0,310,2,7,0,3,12,5,2,1,12,0,2,0,0,2,10,0,0,0,959,5434,0,0,0,0,0,0,1,0,0,0,0,0,16664,0,0,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,29819,0,0,0,0,0,0,1,0,0,0,0,1213,26,6,0,0,8,0,7,0,0,2,0,0,0,0,0,0,0,2171,0
lm24 mapping,522,3676,133,2851,2,1,0,1,0,1,1,0,0,1,0,2,0,0,0,1,2,2,1,2,2,0,0,2,1,0,0,2,0,1,0,0,3,1,0,1,1,0,0,0,0,1,0,0,1,0,915,2942,0,0,0,0,0,8923,0,0,0,0,0,41,0,0,0,0,440,0,5,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,548,0,12,0,0,0,0,0,0,29128,0,0,5,0,0,7,0,98,0,0,0,0,0,0,0,0,0,0,1034,0
lm25 mapping,138,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3310,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,2,0,0,0,0,0,0,0,0
lm26 mapping,1255,9456,1757,4514,1,1,2,1,0,1,0,2,0,0,4,0,0,0,1,2,0,0,3,4,3,0,1,8,373,2,1,4,1,781,0,3,1,3,1,0,1,0,0,1,0,0,0,2,2,3650,0,2221,0,14,0,0,0,0,0,216,0,0,29,0,0,0,0,409,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,24,0,0,0,0,0,0,0,47509,0,0,0,0,0,252,2,0,0,8020,0,318,0,0,390,0,10,0,33,0,0,7,0,0,0,0,0,0,0,7872,0
lm27 mapping,143,596,0,827,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,457,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,32,0
lm28 mapping,683,4114,0,1857,0,0,1,1,0,0,0,2,0,1,1,1,0,0,1,0,1,0,0,2,1,0,0,3876,196,1,2,0,0,1,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12663,0,0,0,0,0,3,0,45,0,0,2,0,0,0,0,0,2,1235,1707,0
lm29 mapping,678,5743,3083,1593,0,0,0,1,0,0,0,1,0,0,3,1,0,2,0,0,0,0,2,1,0,3,1,4,126,1,0,2,1,351,2,0,0,0,1,1,1,0,1,5020,1,0,0,0,1,1703,3164,0,292,0,0,0,2937,0,0,0,0,0,0,0,0,0,0,165,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1600,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806784,1,0,103,346568,0,270297,0,776351,0,646982,0,311,0,22703,0
lm30 mapping,1336,8154,1313,8410,0,3,26,1,0,1,0,1,0,5,57474,5,1,1,10,2,0,66,6871,50584,0,1925,48,146,264,473,11,8,86,1139,1,1,0,2,1,0,1,40,4,0,1,1,3,0,0,2598,2814,1077,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1195,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14654,180,0,0,6866,0,62361,928,0,0,0,0,3242,0,0,97079,0,0,17,0,46,0,0,0,0,0,0,0,0,0,0,3742,340
lm31 mapping,464,3789,507,3181,0,1,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,1,3,2,1,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,139,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,113,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,0,11312,0,0,0,0,0,296266,1109,0
lm32 mapping,1327,7944,3540,102,1,1,1,3,1,0,1,0,0,0,1,1,0,2,1,2,0,1,2,4,2,1,6,11,1,0,1,1,2,3,2,4,1,0,0,0,1,1,1,1713,0,0,2,2,0,1842,0,110,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,157,0,0,70,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,95,0,0,0,245,0,0,0,0,0,0,516974,0,0,0,0,0,34991,0,0,353327,0,0,0,0,0,0,0,0,24,0,13,0,0,0,0,0,0,0,0,0,0,11011,0
lm33 mapping,494,1401,1342,298,3,0,4,0,3,0,0,2,2,1,1094,1,1,1173,0,0,6,4385,0,17240,0,4559,11,2,0,15591,20,0,6,1,4,0,0,0,9,3,0,5,0,1,3,0,0,2,1,1863,2091,721,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,170,0,1011,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2,0,0,2,0,0,0,0,0,0,0,1135,0
lm34 mapping,678,5170,1214,2319,0,3,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,1,0,3,0,2,17,209,1,1,0,1,2442,0,0,1,1,0,0,1,1,4,0,0,0,3,1,0,473,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,4,0,0,42,0,0,55,0,0,0,0,0,0,0,0,250,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,23,0,0,6,0,0,0,0,0,0,0,3111,0
lm35 mapping,1319,7761,3291,1577,0,1,5,2,0,0,1,14191,0,1,1,1,1,0,0,0,6,0,2,2,2,0,0,0,0,11,0,1,2,2,0,0,0,2,12,1,1,3,5,0,0,0,1,9,0,3001,819,4113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,11,7,0,0,0,0,1,1,4,0,0,0,1412,0,0,0,0,22,0,15,0,0,10,0,0,0,0,0,3534,0,3122,0
lm36 mapping,731,4582,1191,2336,1,1,0,1,1,4,0,0,0,0,2,1,0,0,2,1,1,0,2,1,0,960,0,12970,13,183,0,0,1247,0,0,5,1,0,1,1,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7723,0,0,4119,0,1643,0,0,402,0,0,12044,0,0,773,0,0,0,0,0,16357,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3798,0
lm37 mapping,795,5931,1850,825,0,0,0,0,0,2,1,0,0,0,1,2,1,0,2,0,0,0,2,3,3,0,2,4904,3,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1981,2228,41,0,0,0,0,0,0,0,0,1299,0,0,0,0,0,93,12143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,465,0,0,3,0,3,0,0,0,4558,0,0,0,410,2168,0,0,0,0,0,0,689,0,0,0,0,0,0,12,0,13,0,0,8,0,0,0,0,0,0,0,5737,30
lm38 mapping,1261,7318,905,1815,0,0,1,3,0,17,3,1,0,0,1,0,2,0,15,0,1,0,1,4,0,0,3,22,2,0,1,1,1,2,0,15,3,0,2,0,0,2,0,0,0,8,0,1,1,815,793,3158,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4893,0,0,0,23,0,15,0,17,0,0,1,0,0,24,0,0,0,0,3687,0
lm39 mapping,1029,5329,2382,1681,11,2,99,1,1,0,0,4,8,0,211,1,2,2,1,0,1,21877,2,66955,0,1577,193,1,0,10707,3700,1,476991,645,2,4,44,0,16,12,0,170,25,5,1,4,0,6,11,1663,0,0,0,0,0,0,0,596,0,0,0,0,1455,0,0,0,0,500,368,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,9444,0,0,0,0,0,0,0,18064,0,0,0,0,0,4,0,80,0,0,4,0,0,0,0,0,0,0,5155,0
lm40 mapping,2140,10452,3165,7717,10,4,21,5,18,15,3,0,303,1,74,2,2,21,15,0,3,9,1,40926,7,22580,36,14,1,5468,14661,1,47040,73,23,9,14,2,5,3,4,36,11,15553,25,7,1,6,6,3040,4792,4332,0,0,0,0,0,0,0,210,0,0,0,0,1293,0,0,0,1579,0,18,0,204,0,0,0,0,0,777,0,0,0,0,797,0,0,0,0,604,0,0,0,0,0,0,191,0,0,0,0,9,0,0,0,0,0,0,0,0,0,736,0,0,0,0,0,1,0,0,2460,0,0,3,0,0,20,0,24,0,0,0,2,0,0,0,0,0,0,6228,0
lm41 mapping,112,67,0,0,0,1,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,4,0,0,0,0,50,651,0,0,6030,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,306,0
lm42 mapping,426,2560,598,4071,0,0,1,2,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,536,942,0,0,0,0,0,0,0,0,0,125,36,0,2,0,0,43,0,6615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,0,0,0,0,2,4,0,819,2838,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,2560,0
lm43 mapping,267,2056,0,3170,0,0,0,1,0,0,1,2,0,0,0,1,1,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,4025,0,0,0,0,0,0,0,0,4129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0
