barcode,vc1,s61_vc12,s40_vc16,s41_vc16,s1_vc07,s10_vc07,s11_vc07,s12_vc07,s13_vc07,s14_vc07,s15_vc07,s16_vc07,s17_vc07,s18_vc07,s19_vc07,s2_vc07,s20_vc07,s21_vc07,s22_vc07,s23_vc07,s24_vc07,s25_vc07,s26_vc07,s27_vc07,s28_vc07,s29_vc07,s3_vc07,s30_vc07,s31_vc07,s32_vc07,s33_vc07,s34_vc07,s35_vc07,s36_vc07,s37_vc07,s38_vc07,s39_vc07,s4_vc07,s40_vc07,s41_vc07,s42_vc07,s43_vc07,s44_vc07,s45_vc07,s5_vc07,s6_vc07,s7_vc07,s8_vc07,s9_vc07,s58_vc09,s59_vc09,s60_vc09,s56_vc09,s57_vc09,s20_vc10,s21_vc10,s22_vc10,s23_vc10,s24_vc10,s25_vc10,s26_vc10,s27_vc10,s28_vc10,s29_vc10,s30_vc10,s31_vc10,s32_vc10,s33_vc10,s34_vc10,s35_vc10,s36_vc10,s37_vc10,s38_vc10,s39_vc10,s40_vc10,s41_vc10,s42_vc10,s43_vc10,s44_vc10,s45_vc10,s46_vc10,s47_vc10,s48_vc10,s49_vc10,s50_vc10,s51_vc10,s52_vc10,s53_vc10,s54_vc10,s55_vc10,s56_vc10,s57_vc10,s58_vc10,s59_vc10,s60_vc10,s61_vc10,s62_vc10,s63_vc10,s64_vc10,s22_vc11,s23_vc11,s24_vc11,s25_vc11,s26_vc11,s27_vc11,s28_vc11,s29_vc11,s30_vc11,s31_vc11,s32_vc11,s33_vc11,s34_vc11,s35_vc11,s36_vc11,s37_vc11,s38_vc11,s39_vc11,s40_vc11,s41_vc11,s42_vc11,s43_vc11,s44_vc11,s45_vc11,s46_vc11,s47_vc11,s48_vc11,s49_vc11,s50_vc11,s51_vc11,s52_vc11,s53_vc11,s54_vc11,s55_vc11,s56_vc11,s57_vc11,s58_vc11,s59_vc11,s60_vc11,s61_vc11,s62_vc11
lm178 mapping,874,5243,2713,3614,1,1,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,2,0,6,0,0,0,0,4,2,2,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,640,657,3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,123,1,833,0,0,637,0,0,400,0,0,0,0,0,675,0,0,18,0,0,0,1,0,0,0,11312,0,0,0,0,8506,489,0,0,0,0,0,739,0,0,6163,0,0,0,10,0,40,0,0,7,0,0,0,0,0,0,0,4187,0
lm179 mapping,1679,11716,2419,9824,3,89718,2,2,9268,7,3,0,122,39,3,64,0,4,7,8,0,5,72,5,6,6,1,13670,8858,3,0,298,4,0,4,12,1,0,1,0,53,1,4,5,6,3,2,0,1,0,0,1608,229986,0,0,0,0,0,0,110,0,0,103,0,0,0,0,0,0,0,0,0,0,0,15816,0,22621,0,1880,3429,0,0,313,0,32978,0,0,128,0,2146,12035,0,0,1252,0,0,0,0,0,0,2,0,0,0,0,0,0,143057,0,18603,0,0,26,82,0,0,3,0,2545,0,0,0,0,0,0,56,0,5,0,0,3,0,0,0,0,0,0,0,3378,0
lm180 mapping,1616,12406,2816,2961,54,0,2,8,0,3,32574,2,62,34,5,2,22,5,3,18,1,51,6,6,14,2,2,6157,2397,4,56,18,4,27117,0,3,29,6,2,37,2,3,30,10,0,2,19,1,80227,3195,744,6302,0,0,0,0,0,0,0,0,0,0,152,113,0,0,0,493,1339,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,18,0,0,0,0,4,0,1,0,0,0,0,1867,0,126,0,0,0,8789,0,0,159,0,0,0,0,0,0,0,0,8,0,16,172279,0,0,0,0,0,0,0,80,0,19916,0
lm181 mapping,129,498,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,246,0
lm182 mapping,2410,15460,3421,6228,18,10,16776,38604,9,0,41573,1,6,40,85,1,33,9,5,33,0,8,9,84,33,13,169475,2565,368,31,5,2,78,537,16,6,38,27,2,3,1,123,23,2076,6,4,51648,5,4900,2369,0,3182,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,19,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,11086,0,0,0,0,0,0,0,0,2917,161,0,0,0,6,0,0,0,0,0,0,0,0,0,0,31484,0,0,0,0,0,0,0,1925,1107,22,0,0,0,26,0,95,0,0,1,0,0,0,0,0,0,0,8571,0
lm183 mapping,593,1582,1371,1956,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,466,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,11,0,0,7,0,0,0,0,0,0,0,4929,0
lm184 mapping,50,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
lm185 mapping,538,2318,476,4427,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,2,0,0,0,0,1,0,2,2,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1036,1012,0,0,11,0,0,0,0,0,196,0,0,0,0,0,0,0,52,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,1563,0
lm186 mapping,406,440,0,407,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1,1,775,1,57,251,236,0,79,341,0,1,0,0,1,2,0,0,1,1,0,0,0,0,1,0,0,1842,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,4,0,0,6,0,0,0,0,0,0,0,6279,0
lm187 mapping,837,6532,1888,5108,1,0,0,3,0,0,0,0,0,1,1,2,2,0,0,1,1,0,0,5,2,5,2,0,0,2,1,3,664,0,0,0,0,2,1,0,1,1,1,0,0,0,1,0,1,1965,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7510,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,3661,0
lm188 mapping,549,3087,0,1487,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1997,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971,0,83,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2864,0,0,0,0,0,24,0,0,0,0,0,0,0,132,0,0,0,0,5,0,6,0,0,1,0,0,0,0,0,0,0,1997,0
lm189 mapping,592,2439,0,208,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,2,3,284,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,750,1934,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,12,0,0,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,2029,0
lm190 mapping,1345,7846,0,8386,158,0,148,6,253,7,112,22,259,1,485723,0,14,443409,5,295939,55,105582,2,123163,11,350844,261,10175,5711,145285,340762,26,395,19936,380,5,131,7,56,98,0,239,18,314,403,3,107,29,74,822,2830,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,749,28,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,59,0,9,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,5913,0
lm191 mapping,720,5910,1462,212,2,0,1,1,0,0,3,0,0,1,1,1,0,0,0,1,1,1,3,2,1,0,1,0,4,0,0,0,3,1,0,0,4,0,0,0,0,1,2,0,0,0,3,0,0,1994,1063,1800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,71,0,0,5,0,18,0,0,0,2,0,0,0,0,0,0,1647,0
lm192 mapping,749,4653,4496,3095,0,66,7,1,3,0,0,0,1,212775,19,97,3,4,0,0,0,2,142,32537,1,226,22,0,0,605,0,139,3695,1,7,0,1,1,0,0,94,16,3,3,3,0,0,1,0,1843,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,3,0,0,70,0,24,0,0,0,0,0,1197,0,0,0,0,0,0,0,0,0,46,1,21,0,0,0,0,335,0,0,0,0,8,0,271,0,0,0,0,0,0,12797,0,0,0,4266,0,5,0,0,0,0,0,0,0,0,0,43,691785,42,1318,0,0,0,6703,0,0,0,0,0,2376,0
lm193 mapping,11,515,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,2,0,1,2,0,0,0,0,0,0,0
lm194 mapping,401,1637,2177,952,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,46,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,24549,0,0,0,0,0,31238,0,0,54023,0,0,17826,0,0,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0,0,1602,0
lm195 mapping,17,0,0,467,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0
lm196 mapping,205,1422,403,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,57,0
lm197 mapping,193,1082,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5324,0,0,0,0,0,1,0,0,0,67148,0,0,0,0,0,18,0,172,0,0,4,0,0,0,0,0,0,0,501,0
lm198 mapping,191,1422,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3957,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,1180,0
