"","I0A","I0B","I0C","I4","I5","I6","I7","I8","I9","A1C","A1E","A1F0","A1F1","A1F2","A1M","A1O","A2C","A2E","A2F0","A2F1","A2F2","A2M","A3C","A3E","A3F0","A3F1","A3F2","A3M","A3O","A4C","A4E","A4F0","A4F1","A4M","A4O","A5C","A5E","A5F0","A5F1","A5M","A5O","B1C","B1E","B1F0","B1F1","B1F2","B1F3","B1F4","B1F5","B1M","B1O","B2C","B2E","B2F0","B2F1","B2F2","B2F3","B2F4","B2F5","B2M","B2O","B3C","B3E","B3F0","B3F1","B3F2","B3F3","B3F4","B3F5","B3M","B3O","B4C","B4E","B4F0","B4F1","B4M","B4O","B5C","B5E","B5F0","B5F1","B5M","B5O"
"A4E",0.501271924086706,0.50240325482485,0.498964370542988,0.501027070869978,0.500828726001144,0.519561491880394,0.569776803971135,0.705068878697507,0.833204572765085,0.640579434372092,0.631108185496828,0.506479972988486,0.622260476968665,0.614977372727394,0.640762792013234,0.714433341308683,0.871541430169713,0.842485092916761,0.504446108948398,0.795141355380614,0.845763489226681,0.720733697084352,0.834692929046957,0.844370904272598,0.503924331947868,0.711452234853173,0.813924755390158,0.844456244431223,0.83205356595954,0.842659490898023,0,0.516831029292374,0.821441899486979,0.828703940481622,0.869862263616833,0.751840278197693,0.848064335353278,0.502670270577923,0.688311897115924,0.834536899454014,0.861089279736653,0.637392157013685,0.635663017026801,0.504495793280253,0.38896414756375,0.706375853016275,0.640826237754692,0.665358990074137,0.639444265316113,0.642218625490318,0.648952678181515,0.817020265914127,0.815233406970434,0.503905030328242,0.636421112824074,0.844781373214551,0.846793254976929,0.846039473541573,0.80928548523334,0.814644067298418,0.817285193050855,0.643831945780071,0.67317900977396,0.505073022846214,0.475556271637558,0.486538733056075,0.366827199801433,0.351594691641707,0.525505523588615,0.66568428568813,0.643687788031739,0.716717146176589,0.827583186438731,0.50379271372367,0.713909531170913,0.515288328747956,0.867763081856385,0.514128532544218,0.712732638421556,0.504434123796036,0.560204640457301,0.664655033441635,0.636744198570062
"A4F0",0.121371100019628,0.119240950906479,0.117582592138845,0.124549710865387,0.124685243297071,0.142622553224564,0.361913551923892,0.637871908654946,0.788106107080253,0.452955653988511,0.414687011622252,0.110543583519216,0.451516051461657,0.396979828042585,0.429023615483086,0.569027512688931,0.833544480669239,0.854506118817075,0.124113714709606,0.736464037792667,0.812933934819408,0.615945716196217,0.81024721110463,0.827468834999157,0.107852917270999,0.59525524212728,0.769876334918232,0.82407207593087,0.818035901190834,0.840279440671255,0.516831029292374,0,0.789605871477736,0.778739204862651,0.857657190618355,0.670116163611615,0.850956191333319,0.114319697123052,0.595764705346614,0.815349260890358,0.86030368470447,0.624688376644051,0.625157921472828,0.115127389986845,0.597731378828806,0.655270704038892,0.616626374714579,0.654098800957807,0.630927563784641,0.621133840136152,0.660643065677153,0.778209236697749,0.78448656087175,0.108701023860407,0.477563784464938,0.813152070899232,0.8094315672977,0.813756222961606,0.780008481854475,0.784204440374445,0.790671383385963,0.755283498352417,0.751313892371261,0.118522340836196,0.145616338793947,0.751362500020423,0.798070384604001,0.771042825499786,0.744377237146199,0.752480156657703,0.763314080730267,0.60833258695658,0.772195842909298,0.113847568137773,0.622652521075539,0.182870358218772,0.84861688293432,0.173627247822726,0.602689204389348,0.113525076676043,0.313779668425273,0.526655452901547,0.421178949295741
"A4F1",0.789788572117748,0.789921173759013,0.788527721889741,0.787596592372514,0.784998831744677,0.785917821862413,0.799075522335343,0.841292410429455,0.894261822154915,0.80754177645361,0.785561420534127,0.789127355885917,0.815195008944906,0.802438607349136,0.793559781972725,0.845513081643233,0.890369592988135,0.896787285895161,0.787175326590736,0.808569256232078,0.890923907483903,0.854340642972519,0.886352984049419,0.894586793268632,0.788715824822885,0.836635989397412,0.864235328446501,0.894310353581215,0.895801350558129,0.895790271373299,0.821441899486979,0.789605871477736,0,0.893395140134322,0.897468951722346,0.849456066769413,0.894935904006587,0.78911349980746,0.821205061064136,0.88406622111173,0.897670134968439,0.868583962022617,0.864875339657596,0.787358719892345,0.846899608077751,0.867702697401574,0.862942386060917,0.87438799910488,0.872312547967523,0.862776450875919,0.880068031731038,0.890855604324008,0.892355186006694,0.787326063016796,0.810587354817767,0.892525151470101,0.891512981378782,0.894326604304826,0.891853314586395,0.892770164020672,0.892649403609283,0.891174870960108,0.889271651306297,0.787795469706574,0.789384865012191,0.888851054872077,0.891534615258556,0.88881416988608,0.889671483329053,0.890918333985422,0.891043122466365,0.8401824211502,0.89052414879892,0.78715557059457,0.834823444168623,0.792896761822675,0.891554032897333,0.793722552142096,0.828459203532497,0.786869335183253,0.750427977851693,0.824887056535878,0.806982955509348
"A4M",0.777478900778593,0.781216688772236,0.780558167295674,0.778449791519837,0.780631191449993,0.778402976049047,0.781579347631938,0.868102803655219,0.794036198862848,0.810601377512048,0.81114775372633,0.778468916129526,0.82399805041861,0.808186294656597,0.812853636182069,0.8372165112565,0.892352443683071,0.897429759308138,0.781988335166796,0.889196468385091,0.868981290899435,0.857744046987416,0.876635882840581,0.885956931445825,0.779597455185495,0.799888910720013,0.818745740945897,0.881380205942557,0.888685173707114,0.896399348998019,0.828703940481622,0.778739204862651,0.893395140134322,0,0.75417725596999,0.82241826158414,0.815681388267579,0.779744798119234,0.805109436400586,0.812791670176158,0.821265980294051,0.81299948710103,0.805362415491658,0.779221490131426,0.833652336358758,0.828354235435012,0.80622797895367,0.831028187197343,0.815844282603282,0.800110341148722,0.82481259184506,0.835035787839969,0.816222899483804,0.779181557902725,0.820953517418165,0.867099648372093,0.860491109755643,0.860853486032185,0.848177216766183,0.811823617527153,0.856170229317989,0.881467087998429,0.871549111795105,0.779520083998359,0.778556056924631,0.864051712335727,0.885476493261716,0.879223145172257,0.876104299079434,0.871265597786063,0.889384551921221,0.825853359384042,0.891130517126346,0.779114206355635,0.84760729161955,0.774846099572881,0.879464022109982,0.785230609437139,0.839350652138127,0.779260897690054,0.79473953113915,0.83787492662202,0.777875196244516
"A4O",0.865359301305835,0.865498539786219,0.868256634472551,0.86619023973436,0.865657623868162,0.86819182492152,0.867741749267788,0.887704048812825,0.87766603670731,0.884314368318394,0.884667281995144,0.864622379688866,0.878999750444437,0.883641701019229,0.881977442818296,0.889018600606961,0.899654581921874,0.8992384264917,0.867254684648747,0.894827618890793,0.897099565391714,0.887264305850988,0.893297349524061,0.893100036655111,0.865617717593127,0.884821573358656,0.895929534007833,0.890211211530172,0.894552784919594,0.898614151789646,0.869862263616833,0.857657190618355,0.897468951722346,0.75417725596999,0,0.891393118726604,0.898041474295674,0.865978787997626,0.884782062028161,0.894574720228577,0.899733252857417,0.869244895665208,0.870904869337704,0.865747791485224,0.875204517969676,0.865671975310147,0.867157500577255,0.859826513116061,0.865428551218653,0.868276512406481,0.870725441130896,0.896377745861369,0.895890409303754,0.866584031349813,0.884681144157394,0.898288972243993,0.898435513169661,0.898695621410658,0.896412573546233,0.896130456191195,0.897744316531617,0.893937891222744,0.895400545700365,0.86677024706887,0.868084625972137,0.890746289602544,0.890181884242683,0.887160293263855,0.891405090795923,0.895409963546203,0.893020649480873,0.885581553922469,0.897839524652697,0.867512104258365,0.885779343054794,0.872842340272551,0.893121721759033,0.871392794954083,0.886991075432232,0.86641178139952,0.874642850400011,0.879662673663504,0.874792768318336
"A5C",0.665150928866155,0.668088416430874,0.667416708038848,0.668679118851176,0.669417161559867,0.668158480564601,0.686411020405695,0.82700922988779,0.858912624162058,0.727237800516876,0.706632947791471,0.666484148847259,0.698118943294965,0.686269999471157,0.7060396562643,0.770325627616813,0.888470401364506,0.89318125286077,0.665422720723416,0.865356477905714,0.865459788075058,0.777461021229752,0.865565467132682,0.864571997037397,0.666538478608828,0.806335510993134,0.877918554320333,0.864749516959895,0.873619809181461,0.884036752817214,0.751840278197693,0.670116163611615,0.849456066769413,0.82241826158414,0.891393118726604,0,0.571619802034047,0.666232164709322,0.619733098378561,0.572454058187379,0.594921159887981,0.749334784464082,0.749173585098726,0.66705940760291,0.76355180490776,0.784288650691078,0.750513482670592,0.783488954389135,0.760594400302239,0.742600724207329,0.765798892592757,0.817060386166525,0.850814694883992,0.666954362304493,0.716462312971442,0.824751971812048,0.82343302398287,0.821380602998163,0.815360141576638,0.844070302645766,0.821634649778161,0.837491165179384,0.843929447400881,0.665468135663081,0.667355616416471,0.839362866497241,0.869311974779336,0.850810035554963,0.833763764047023,0.836967901749796,0.841148752349019,0.798714571713535,0.835438801517396,0.667028257590627,0.783145274919315,0.661779434610776,0.884193919354966,0.66395591363626,0.775789191302898,0.667917627809411,0.666715659175032,0.745299320961549,0.709019690925847
"A5E",0.848260525020251,0.850453692713479,0.849820911524011,0.849560905881245,0.850671095151884,0.850451579467222,0.845892325128385,0.886140260537976,0.89254625421379,0.855057233103006,0.846669720297548,0.850470115657072,0.820248283140156,0.830073570204103,0.853653099901903,0.866577680857821,0.897398100157621,0.898019570651059,0.847310464294402,0.889830767450525,0.896454783297569,0.858098071691483,0.886592081105954,0.880622566553185,0.849784759710483,0.882695135879374,0.891730807532539,0.882010057157403,0.889850974692848,0.89708599473156,0.848064335353278,0.850956191333319,0.894935904006587,0.815681388267579,0.898041474295674,0.571619802034047,0,0.849579016723122,0.568337856720075,0.207086852386285,0.282236953447685,0.853997754432846,0.849921414825259,0.849848363595656,0.86849584963717,0.857611290082502,0.849500378678723,0.85975928960008,0.849688440434859,0.841831947044225,0.854485583533497,0.886598217960502,0.888918028712334,0.850980873610528,0.861619663939528,0.894177665400295,0.893737283210371,0.886362839358734,0.888351495237539,0.882238449902404,0.888473379145334,0.885492765353353,0.884495485876251,0.849273729021027,0.849667234068845,0.884668340864188,0.889545412012415,0.884052572807674,0.883884386200574,0.876237487753909,0.886291439750622,0.875679293603944,0.896472188147027,0.850973059441292,0.871187932078442,0.848784989081173,0.886466537331326,0.84937947157212,0.884517142958902,0.851085448109877,0.860065102511708,0.868357490199822,0.856025285649606
"A5F0",0.0327816737252007,0.031438784976725,0.0296657810338468,0.0418417694213248,0.0491444477660265,0.096066555327755,0.338580388960097,0.640490617168641,0.787681736283004,0.441092187930656,0.4051738329325,0.0305305767362722,0.440503452899139,0.381999816834085,0.419862835055941,0.565107663703263,0.833897143604474,0.850323874338621,0.0514697491420967,0.730348671886658,0.811075819323678,0.606256076099381,0.80359192340501,0.820136227999548,0.0317300755683196,0.595210536866853,0.773309648183824,0.817381887570058,0.810187569233976,0.842687533596395,0.502670270577923,0.114319697123052,0.78911349980746,0.779744798119234,0.865978787997626,0.666232164709322,0.849579016723122,0,0.597089524241885,0.812303601197482,0.860359583582004,0.606092610842491,0.606294525433464,0.0249861835332124,0.58086985403314,0.64388845213044,0.598912831747143,0.640817242345229,0.613037835010219,0.601375047778109,0.642913669501362,0.774529190268848,0.777443468641671,0.0236035189810391,0.470273139278381,0.814019332812864,0.809950346175233,0.814083894339138,0.775460501863079,0.777047816964834,0.786245952402276,0.750698919249444,0.748961891113409,0.0256093783303886,0.0784296595409504,0.745326755001506,0.792579807153663,0.763546379897209,0.740007456931274,0.750297274387877,0.758694821416879,0.600837298970727,0.769845804157675,0.0251298552610423,0.615464671325886,0.127627169418856,0.846860343282448,0.120770944150415,0.594769533657328,0.0255932328256658,0.29196425911542,0.511533946597278,0.430576293116679
"A5F1",0.597523280973985,0.598142110570548,0.59843608386034,0.59894811966481,0.601013618059755,0.601955281643991,0.650910526171716,0.77949326416963,0.862356169701946,0.6530146005386,0.645873765413185,0.595926315016983,0.651157459575833,0.612988778505148,0.653074467740127,0.684852160232019,0.825635208952029,0.859448556867761,0.595688324617315,0.790607601360173,0.815964836385063,0.740446227692933,0.834922316539314,0.849107585061049,0.596795896938682,0.739514137042427,0.814340678673041,0.850132223477515,0.85171965283034,0.841674176552275,0.688311897115924,0.595764705346614,0.821205061064136,0.805109436400586,0.884782062028161,0.619733098378561,0.568337856720075,0.597089524241885,0,0.560589452869466,0.617772321400489,0.77450512076171,0.775484473704498,0.596032120287623,0.735925828165249,0.756259383147634,0.761766453952353,0.760013259308149,0.759849944834183,0.767544767715825,0.786687940797926,0.844380678115233,0.868369193268027,0.596475673366605,0.675089428016624,0.844655881864815,0.834026716914631,0.839995180996865,0.843935181464878,0.862825397782492,0.856767400979654,0.830137940529206,0.81548256073226,0.596139774924191,0.599360195049654,0.809881923750092,0.834874932733279,0.821199040445147,0.815093484321667,0.811472100790164,0.841995503624456,0.749963512845624,0.860212555692564,0.596181291300448,0.743380173932982,0.605424924222716,0.879133786473975,0.607762202978801,0.775539859320949,0.595811874473004,0.6610271625179,0.720290073522291,0.674267964982652
"A5M",0.811231847918327,0.813230789324413,0.812485049796509,0.812115986416857,0.812029317850258,0.813660718034998,0.825197583595058,0.872767548974369,0.881245717438464,0.829667073178334,0.814210462446502,0.813531735630071,0.802131973945506,0.804662295125487,0.821107911250947,0.845100568852961,0.891730441989015,0.896628437756475,0.810683461163894,0.88364767796951,0.889939675873187,0.841609651420951,0.881991729144814,0.877307617527779,0.81288362391662,0.868991976795525,0.889408985374079,0.876774820208361,0.882705057319419,0.898479321149914,0.834536899454014,0.815349260890358,0.88406622111173,0.812791670176158,0.894574720228577,0.572454058187379,0.207086852386285,0.812303601197482,0.560589452869466,0,0.408712785154036,0.831491134101331,0.833079759242112,0.812870555129048,0.85605590810934,0.845835826193147,0.830731549520732,0.839760432804257,0.815311321249188,0.823397797273043,0.819561126865084,0.888592470993888,0.891614619827063,0.813866378411526,0.833960236551403,0.894410567614886,0.893220432093252,0.888229293134789,0.890206908157835,0.885427155298719,0.892486160665533,0.891579081308116,0.892196190087701,0.811850423870511,0.812970343902508,0.889538389127491,0.895129026307457,0.887821491661257,0.891069979652755,0.885190071441791,0.891047317226861,0.856724524237155,0.893203956524206,0.813551197071314,0.850708347150855,0.814007572052826,0.880189036340516,0.813967957156888,0.872358166661741,0.813499762488948,0.828753746854674,0.850564647854025,0.82418036006908
"A5O",0.859697664579097,0.861978696878197,0.861191166065157,0.859063945865529,0.859885555718459,0.856628148590434,0.848866843701509,0.892348188764543,0.894399341177202,0.857734148687607,0.84802062912446,0.86064425121319,0.832715459287411,0.83333890284681,0.845139202406232,0.862813346932501,0.894823331715236,0.899504405747757,0.857375680391273,0.89503101480374,0.897730959584441,0.853495835632005,0.895262608625312,0.890632353827119,0.860886401587368,0.890080080205182,0.896318711639961,0.89235263062767,0.89840985801968,0.899402133095576,0.861089279736653,0.86030368470447,0.897670134968439,0.821265980294051,0.899733252857417,0.594921159887981,0.282236953447685,0.860359583582004,0.617772321400489,0.408712785154036,0,0.87873962023751,0.872096675906805,0.86094811673197,0.876442984051796,0.87096397619831,0.871754409035705,0.882933979414078,0.882024092063668,0.865635930286449,0.88636975491182,0.858335244308599,0.878838424575693,0.861855010905597,0.849298759691032,0.856828383324458,0.855831705755943,0.847347189738167,0.861751290839155,0.871201689533042,0.864628016617058,0.895785545579752,0.895292988028112,0.860097948921457,0.862380823475635,0.894198644175413,0.896103256314551,0.893034434793504,0.8939128218494,0.887309561059593,0.895877550423346,0.88099261587107,0.899594933165213,0.862681680975867,0.878879167962865,0.856897260439786,0.888979300692665,0.860878187557019,0.889569328914611,0.862582401710814,0.870947967915162,0.877765689064529,0.864023048567106
"B1C",0.605453372065533,0.608115910833095,0.605586254731304,0.607828653428094,0.607258728463701,0.609403771798078,0.660148152713366,0.756672532903989,0.820140363575002,0.68634027744209,0.668553828035013,0.60759899138547,0.675640326434302,0.650790854791015,0.664277150533803,0.736408296504324,0.889576105457613,0.885122154349813,0.608770258799115,0.823995333059363,0.853816152596362,0.758815916348077,0.790789347369759,0.805925581597152,0.607345581242438,0.766729567402124,0.832842449729231,0.804224838939896,0.780113419950192,0.870628194730797,0.637392157013685,0.624688376644051,0.868583962022617,0.81299948710103,0.869244895665208,0.749334784464082,0.853997754432846,0.606092610842491,0.77450512076171,0.831491134101331,0.87873962023751,0,0.122034125640023,0.606484669751664,0.563798427919638,0.459282679205975,0.193119713374362,0.367583343955051,0.198822259494191,0.131511629903169,0.236124202745158,0.829109849674526,0.842539446246758,0.607733671806099,0.695021526065487,0.850974002679328,0.85541422170689,0.858434537135709,0.830887243854918,0.836086169440625,0.847948341720982,0.792169397770319,0.815924843142279,0.606430171189463,0.595812055612904,0.768692660137565,0.760122687992419,0.704250681310263,0.759460818280941,0.815775089321449,0.7788928070721,0.762778606954113,0.862739428897711,0.60595753230387,0.77404095559583,0.608317920132228,0.885575698943261,0.599888275475098,0.699648470712479,0.605489277205949,0.632882626313179,0.680358038252907,0.698062730397694
"B1E",0.605298882209697,0.608064767895392,0.606015205642633,0.607575234306912,0.606957651135486,0.610259212056336,0.656230945754656,0.756855875953153,0.821221508695911,0.687812779545836,0.670618705661244,0.607105836594489,0.675463731209352,0.65279381721783,0.666749477588784,0.732390817170539,0.890706709994185,0.886585996780481,0.607871210026934,0.822315246937241,0.855853704352878,0.76068393921085,0.786297219194612,0.800293947220986,0.60735005198195,0.767355931277122,0.832634408829154,0.798591597098347,0.777067168532608,0.868263292870083,0.635663017026801,0.625157921472828,0.864875339657596,0.805362415491658,0.870904869337704,0.749173585098726,0.849921414825259,0.606294525433464,0.775484473704498,0.833079759242112,0.872096675906805,0.122034125640023,0,0.606440397127361,0.56683071198674,0.484734752796093,0.182223141756951,0.403410871104181,0.277736444972849,0.0552471606778519,0.327690825850973,0.834768133016569,0.844403177545771,0.607424394764014,0.696064544553576,0.855158089148784,0.86119879111674,0.863831961253638,0.837213700973986,0.838290989436735,0.853009237218352,0.788319167776998,0.806309505664406,0.606357081256949,0.595649922694075,0.761018622014376,0.758239733410262,0.702959698167394,0.755837062247189,0.805966905268026,0.779187330773056,0.763794316026112,0.860950620175797,0.605768916926843,0.774225223867809,0.609042033762924,0.886020753184133,0.597144092853513,0.683518734862795,0.605543565111297,0.630971903191689,0.669092445007581,0.694882069540535
"B1F0",0.0343926079729942,0.0314928561468503,0.0320600506204779,0.0453324865164817,0.0522539829769985,0.0957956468675831,0.33720303201745,0.639006002332603,0.786443860941349,0.437885800403103,0.401472312513333,0.0277135134795563,0.443275965920205,0.379622282479766,0.416226798479593,0.563415500582484,0.833068558962052,0.850321955917702,0.0512025764888408,0.729356892339865,0.812072662834605,0.603994751927585,0.80313480658023,0.818536265933711,0.0305036062729062,0.596485343868582,0.77440444095089,0.815555132337877,0.808807013649563,0.841298473849278,0.504495793280253,0.115127389986845,0.787358719892345,0.779221490131426,0.865747791485224,0.66705940760291,0.849848363595656,0.0249861835332124,0.596032120287623,0.812870555129048,0.86094811673197,0.606484669751664,0.606440397127361,0,0.582884462165357,0.644207175794093,0.599336446863291,0.641328518571933,0.613515750082301,0.601445472674136,0.643549395070654,0.77439249053461,0.776384071128356,0.0222900825400611,0.472198229221725,0.814822108550926,0.811188229040139,0.815048898508418,0.775489089150678,0.776000731230158,0.785752383929096,0.751492338644425,0.749389366417644,0.0230132782818473,0.0791886441078114,0.746949426122865,0.794401658513054,0.765417445416457,0.741184416950448,0.750666019448902,0.759540907841079,0.59752874275597,0.770418468121257,0.0233862506251124,0.61516832003124,0.128570637534819,0.844092291346655,0.121645125839433,0.595691329756383,0.0226439895723517,0.291272408269064,0.512322147243836,0.430682087135765
"B1F1",0.580611337996919,0.583905096689853,0.578952507353681,0.580096859635726,0.579906721500726,0.591268362487292,0.639156040624694,0.764140418984938,0.825047165594734,0.687386158594709,0.682406294714129,0.584894837375547,0.681212726183062,0.670708489826607,0.684461605965504,0.741899140636593,0.86895471997165,0.852345792785473,0.583160693671848,0.816340402470298,0.863074416907373,0.751111272431763,0.833595183624203,0.843281484425375,0.584907115702578,0.749006716457233,0.833885221541904,0.844112531706028,0.837004502412673,0.846322021063638,0.38896414756375,0.597731378828806,0.846899608077751,0.833652336358758,0.875204517969676,0.76355180490776,0.86849584963717,0.58086985403314,0.735925828165249,0.85605590810934,0.876442984051796,0.563798427919638,0.56683071198674,0.582884462165357,0,0.594238055995821,0.555497351558852,0.539966407884262,0.552815175856802,0.573792911580787,0.605665756129748,0.833127905237872,0.839195125311375,0.582806943596293,0.682061978080357,0.855580559871983,0.855251158633944,0.857126541709101,0.831736279528098,0.83647197657418,0.844332259667004,0.772109891891916,0.812661526889848,0.583366983825619,0.566012750096949,0.651354954297464,0.513237306215797,0.486805536281997,0.680105703091178,0.811605112909793,0.749573164652447,0.746049443501905,0.84086798130345,0.581563098009996,0.751779534025713,0.586930586989972,0.877365531951418,0.588968515867399,0.736476467736486,0.583007500261179,0.629653683411175,0.704697193217626,0.68063287954724
"B1F2",0.643928248365569,0.647218927308961,0.644210713209407,0.642227406921091,0.643337315065741,0.640120651384133,0.690760695901714,0.790339610587661,0.832204638217772,0.709054203550353,0.697780954558446,0.646066613790119,0.719242178230433,0.685918134936381,0.688641513635691,0.75182355000516,0.888248004990407,0.890809548647499,0.647202021837881,0.837820276327379,0.85081237100001,0.775679755453921,0.806983095905923,0.822024182709615,0.646410251943426,0.768050905009223,0.831636905396133,0.822288279949804,0.808188127034995,0.886488270331305,0.706375853016275,0.655270704038892,0.867702697401574,0.828354235435012,0.865671975310147,0.784288650691078,0.857611290082502,0.64388845213044,0.756259383147634,0.845835826193147,0.87096397619831,0.459282679205975,0.484734752796093,0.644207175794093,0.594238055995821,0,0.361378684201007,0.195563319491885,0.380487911732479,0.475756556753553,0.534084874056289,0.845628429321376,0.861766722369731,0.644622677809576,0.721512045478367,0.85031460627079,0.861549470359557,0.862821961439542,0.842395727035427,0.85564419991546,0.860764123204102,0.825365520710486,0.838331447924334,0.644655283398,0.644312276822702,0.811263850210066,0.824024468954094,0.782637580261576,0.805757833894336,0.838023631310216,0.819032917259624,0.775596781234486,0.879290225266457,0.644443330454118,0.787589285307684,0.6440702655226,0.887542298794427,0.639310645184057,0.698745416670513,0.643449273580861,0.671087581456511,0.679795898142673,0.704285445901535
"B1F3",0.597997444566878,0.6015513516544,0.599526765840411,0.598619898879836,0.598540415165364,0.600648569381158,0.653856546305238,0.753711332971109,0.819123436706094,0.690710054472434,0.67697861919524,0.600723689317882,0.671844622367613,0.654754516446231,0.668762139473368,0.738380056992045,0.88981205869874,0.88593646170268,0.602009230914768,0.823473464263533,0.856884639845511,0.766915957668363,0.790923822718464,0.805186968719984,0.600810201258248,0.757460764849242,0.829441307045221,0.804191773007521,0.7800697422982,0.883926357274761,0.640826237754692,0.616626374714579,0.862942386060917,0.80622797895367,0.867157500577255,0.750513482670592,0.849500378678723,0.598912831747143,0.761766453952353,0.830731549520732,0.871754409035705,0.193119713374362,0.182223141756951,0.599336446863291,0.555497351558852,0.361378684201007,0,0.280484477399766,0.232902340439601,0.16933115826852,0.351247852481438,0.840791305982775,0.8519822743326,0.599921861939515,0.694880645432876,0.857191632913181,0.86282609715386,0.866340586225408,0.841962538627286,0.845777167774331,0.859538118814462,0.795104840797459,0.812596749661503,0.599337315782669,0.590578180210905,0.768601200070568,0.769507117021949,0.714540902049467,0.763785597874444,0.812890845104708,0.785994244244875,0.759544093965561,0.864981749637483,0.598829954526521,0.77196274720247,0.602254196855567,0.884790408631643,0.587670692288899,0.667517437121938,0.597914546486929,0.620752692965866,0.648895331595974,0.677523266482379
"B1F4",0.640417760441492,0.643814736090913,0.641258545339266,0.639913064577595,0.640720821840458,0.643679284712964,0.695152203815703,0.780545575801488,0.818466467461616,0.720506865731907,0.712373208249351,0.642956409472016,0.712946981662188,0.693601298009437,0.705500873684404,0.765708321228283,0.892495523023315,0.887873199464951,0.644450063665525,0.843034591322027,0.865783063888887,0.791330198792492,0.812087541022414,0.824327077367795,0.643895229255029,0.781371827711764,0.845942214628584,0.822245397708451,0.806437634218301,0.881878062040892,0.665358990074137,0.654098800957807,0.87438799910488,0.831028187197343,0.859826513116061,0.783488954389135,0.85975928960008,0.640817242345229,0.760013259308149,0.839760432804257,0.882933979414078,0.367583343955051,0.403410871104181,0.641328518571933,0.539966407884262,0.195563319491885,0.280484477399766,0,0.251800843373116,0.40070476826973,0.427922858030845,0.8539783315802,0.864136052175133,0.641979409229479,0.72801131107486,0.866748163741639,0.873148214845767,0.875759278692925,0.85146742465232,0.858302458603862,0.87009597131618,0.817032064021476,0.833199641769098,0.641982930580826,0.636804808775206,0.788749898241604,0.778515110067257,0.732906530838285,0.785425414585211,0.833528840681356,0.808323215511768,0.777864737872505,0.874173248896999,0.641504317034236,0.789070688884652,0.642595777016091,0.888341870847784,0.636423195610832,0.701808771147185,0.640258614646327,0.672505015398603,0.680982303056895,0.705362541064589
"B1F5",0.612599447271735,0.615284953762014,0.612875682262731,0.614845836908701,0.614148948825617,0.619393719460171,0.675915554014165,0.760154086113594,0.815051107025514,0.697304517708567,0.683992704766632,0.61524097581234,0.686786090829709,0.664218351665087,0.679058994089526,0.750444576877929,0.887238551260194,0.885709248898471,0.616343279522867,0.833395115344352,0.847443415829511,0.779504483325975,0.812053077627668,0.826371508931408,0.615431287995814,0.769096415221879,0.840098874539697,0.8244768203824,0.803427517285853,0.877293483716435,0.639444265316113,0.630927563784641,0.872312547967523,0.815844282603282,0.865428551218653,0.760594400302239,0.849688440434859,0.613037835010219,0.759849944834183,0.815311321249188,0.882024092063668,0.198822259494191,0.277736444972849,0.613515750082301,0.552815175856802,0.380487911732479,0.232902340439601,0.251800843373116,0,0.276845971032948,0.200335994811094,0.834384953491239,0.845537963049673,0.615047089120378,0.704439254161997,0.855733150619811,0.859818715942798,0.862811407193114,0.834189435135432,0.838953381394908,0.853468866232094,0.806911900023225,0.831811289003166,0.613886698266907,0.604465346735896,0.780608778470126,0.761073458762222,0.710745349995835,0.773397479743093,0.830815221194922,0.794172823251644,0.76640662665098,0.870345034763474,0.613424565398575,0.774948286556976,0.616809324786465,0.885050365214234,0.608580537278705,0.709826547257546,0.612446000935876,0.646050998948216,0.68445714973761,0.702679416176487
"B1M",0.60044497917025,0.603382236956157,0.601412412555997,0.602439486097627,0.601941699522627,0.603923943423307,0.651654960148031,0.754686260595421,0.823415309786182,0.682922345880277,0.665649047147841,0.602242878728222,0.672550990038271,0.648049929076129,0.659849757493076,0.728412608260002,0.890754561023807,0.886122357336018,0.603060872710535,0.821332674127952,0.855745611417573,0.755504870103761,0.779948279466624,0.795321468423338,0.602564266368575,0.76164252929657,0.825674537345987,0.792773333728455,0.77150441711238,0.872907062691139,0.642218625490318,0.621133840136152,0.862776450875919,0.800110341148722,0.868276512406481,0.742600724207329,0.841831947044225,0.601375047778109,0.767544767715825,0.823397797273043,0.865635930286449,0.131511629903169,0.0552471606778519,0.601445472674136,0.573792911580787,0.475756556753553,0.16933115826852,0.40070476826973,0.276845971032948,0,0.327961827178,0.842437264109773,0.853724170555892,0.60263231655565,0.693757178820378,0.858680454045227,0.864537622435431,0.868106847394533,0.844949388060607,0.847583171918097,0.860948875313845,0.793242119300403,0.811065529992778,0.601383638154445,0.591438772635612,0.768918083060218,0.769310354678753,0.714063631323574,0.763823773822838,0.811115935516952,0.784082720068375,0.752354393677871,0.858051752502335,0.601010642186078,0.770014302928126,0.604036248334859,0.876314701994107,0.591665651019398,0.681151205521028,0.600580560675846,0.625311697474602,0.66623371218765,0.685144891119205
