barcode,in.0bp5,in.0ap4,in.0a,in.0b,in.0c,bile19,bile20,brain20,kidney20,l1,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,l2,l3,l4,l5,l6,l7,l8,l9,liver20,s1,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s2,s3,s4,s5,s6,s7,s8,s9,spleen20
"Cluster_24746,contig_0 consensus mapping",127,74,80,83,62,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_10324,contig_0 consensus mapping",155,108,126,122,92,0,0,0,0,0,0,0,0,0,0,0,38,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_13370,contig_0 consensus mapping",196,84,136,88,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0
"Cluster_22584,contig_0 consensus mapping",189,76,112,126,78,0,0,0,0,0,0,0,0,861,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1504,0,0,0,0,0,0,0,0,0,1,0
"Cluster_14758,contig_0 consensus mapping",140,86,73,90,65,0,0,0,0,0,0,0,0,776,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_1999,contig_0 consensus mapping",192,81,99,112,94,2,0,8,5,0,4,1296,3,0,0,0,0,0,5061,1,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,3115,0,0,0,0,0,0,0,1,1,0,0,0,1
"Cluster_24755,contig_0 consensus mapping",181,72,93,92,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_2948,contig_0 consensus mapping",134,64,73,92,48,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_17483,contig_0 consensus mapping",197,79,126,106,61,0,0,0,0,0,0,0,0,1637,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_6797,contig_0 consensus mapping",221,90,146,119,99,0,0,0,0,0,0,2357,0,0,0,635,0,0,0,2,1,3,0,2,4,769982,0,0,21,0,379,0,0,0,1,0,0,0,385,0,480,0,0,0,2,0,0,0,2
"Cluster_24612,contig_0 consensus mapping",187,77,103,105,100,1,0,3,0,0,3,1,0,2499,0,0,0,0,4012,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
"Cluster_10482,contig_0 consensus mapping",173,57,88,103,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_11169,contig_0 consensus mapping",198,88,113,107,64,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_22780,contig_0 consensus mapping",86,63,39,55,36,0,0,0,0,0,0,0,218,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5
"Cluster_30979,contig_0 consensus mapping",168,74,87,67,64,0,0,0,0,0,0,25,0,0,0,0,4,0,0,24229,0,15,0,0,0,0,2,0,2,0,0,1,0,0,10,0,0,3,0,1213,0,0,0,0,12,0,0,0,12
"Cluster_2925,contig_0 consensus mapping",146,65,107,67,62,0,0,0,0,0,1,1728,0,0,993,0,0,0,0,25,0,19428,0,0,1,0,3,0,2,1,0,3,0,0,11,0,0,0,0,3253,0,1,0,0,8,0,0,0,19
"Cluster_12610,contig_0 consensus mapping",173,81,118,92,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
"Cluster_17633,contig_0 consensus mapping",168,84,91,91,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_29880,contig_0 consensus mapping",181,95,107,99,83,21,20,0,17,19227,0,1,18,1976,0,0,2,13,2345,0,3,94,21731,19,0,0,0,13,2,0,0,0,10,0,0,1653,1,0,0,0,0,0,10,0,0,9,0,0,0
"Cluster_25144,contig_0 consensus mapping",90,61,61,52,49,0,0,0,0,0,0,1346,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_8210,contig_0 consensus mapping",130,50,74,45,51,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_29694,contig_0 consensus mapping",188,75,114,100,101,0,0,0,0,0,0,0,0,3,0,1911,0,0,0,0,0,0,0,4399,0,3,0,0,30,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0
"Cluster_29187,contig_0 consensus mapping",243,100,134,113,87,0,0,0,0,0,0,1624,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Cluster_9250,contig_0 consensus mapping",148,96,101,82,63,3,0,0,1,0,0,0,3399,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_24176,contig_0 consensus mapping",138,65,89,65,67,0,0,0,0,0,0,0,1,1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Cluster_2114,contig_0 consensus mapping",205,80,93,94,59,1,0,0,1,0,0,3156,4495,515,0,0,1,0,0,0,0,2,2,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"Cluster_31487,contig_0 consensus mapping",96,50,58,75,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_7408,contig_0 consensus mapping",126,60,80,69,75,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,0,15093,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,14
"Cluster_14409,contig_0 consensus mapping",141,66,77,95,67,0,0,0,0,0,0,21,0,0,0,0,22,0,0,18415,0,5,0,0,0,0,20,0,7,0,0,10,0,0,6,0,0,0,0,16446,0,7,0,0,15,0,0,0,9
"Cluster_135,contig_0 consensus mapping",176,100,136,102,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_16677,contig_0 consensus mapping",187,85,107,125,93,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,11,0,0,5,0,0,0,0,0,0,0,8,0,8113,0,0,0,0,0,0,0
"Cluster_3658,contig_0 consensus mapping",143,78,79,74,65,15,51,0,7,30,1,21,13,0,0,0,0,32,1820,72,0,19895,12245,0,0,0,0,28,0,0,1,0,23,1,7,4,0,0,0,0,0,0,37498,2,12,4,30,0,17
"Cluster_10730,contig_0 consensus mapping",139,73,77,56,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_13950,contig_0 consensus mapping",138,61,69,79,56,0,0,0,0,0,1,0,0,0,0,0,1,0,2413,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_16733,contig_0 consensus mapping",118,66,53,52,46,0,0,37,0,0,36,970,1,6,0,0,0,0,58,0,37,0,3,5782,0,0,0,0,4,0,0,0,0,20,1,769,2,0,0,0,0,0,0,35080,1,1,1,12,0
"Cluster_6315,contig_0 consensus mapping",151,55,81,79,64,0,0,0,0,0,0,0,0,0,0,1570,1,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0
"Cluster_238,contig_0 consensus mapping",220,84,104,105,90,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,17,0,0,1,0,22,0,0,0,0,0,0,2,25025,0,0,0,0,0,0,0,0,0,9,0,0
"Cluster_27117,contig_0 consensus mapping",167,62,100,102,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Cluster_30205,contig_0 consensus mapping",101,36,48,52,46,0,0,0,2,0,0,0,1769,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Cluster_3645,contig_0 consensus mapping",111,51,67,59,50,1,0,0,2,0,0,0,1921,1217,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
"Cluster_8704,contig_0 consensus mapping",128,34,58,66,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477,0,0,0,0,0,0,0
"Cluster_26814,contig_0 consensus mapping",145,42,87,71,63,0,0,0,0,0,0,0,0,1015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_6837,contig_0 consensus mapping",197,88,91,111,89,0,0,0,0,0,0,0,0,0,3611,0,2,0,0,0,0,0,0,0,3,0,9,0,0,2,0,6734,0,0,0,0,0,1,0,5,0,4,0,0,0,0,0,2,0
"Cluster_11913,contig_0 consensus mapping",56,34,26,23,16,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1696,0,0,0,0,0,0,0,0,0,0
"Cluster_12425,contig_0 consensus mapping",104,58,80,80,44,0,0,0,0,0,1,0,0,0,4136,0,0,16,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Cluster_26510,contig_0 consensus mapping",193,57,75,86,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_8364,contig_0 consensus mapping",127,67,73,73,63,0,0,0,0,0,0,0,0,889,0,0,0,0,0,0,0,0,1,15712,0,1,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,5,0,0
"Cluster_24348,contig_0 consensus mapping",86,44,58,46,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_22279,contig_0 consensus mapping",151,56,82,44,51,0,0,0,0,0,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_3416,contig_0 consensus mapping",109,47,63,51,62,0,5,2,0,13,0,0,0,6,0,0,0,9,759,0,0,0,0,0,0,0,0,9031,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_18224,contig_0 consensus mapping",109,48,65,43,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_4694,contig_0 consensus mapping",115,64,67,62,48,10,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6615,0,0,0,0,0,0,0,0,0,4,0,0,0
"Cluster_26507,contig_0 consensus mapping",177,79,120,91,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_31230,contig_0 consensus mapping",118,62,70,53,41,0,0,3,0,0,3889,2760,0,6,1,0,0,0,1740,2,3,2,0,9,0,0,0,0,4,0,0,0,0,6,3,3,8559,0,0,0,0,0,0,3,1,0,4,0,1
"Cluster_22346,contig_0 consensus mapping",151,54,78,73,46,0,0,0,0,0,0,26,0,929,0,0,0,0,0,32,0,31969,1,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,13,0,0,0,29
"Cluster_17361,contig_0 consensus mapping",124,58,75,69,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_1891,contig_0 consensus mapping",75,49,47,48,33,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_10919,contig_0 consensus mapping",110,62,65,50,51,0,0,0,0,0,0,0,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Cluster_11991,contig_0 consensus mapping",130,53,65,66,48,0,0,0,0,0,0,10,0,785,0,0,0,0,0,26,0,3208,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11255,0,0,0,18
"Cluster_30602,contig_0 consensus mapping",85,30,40,40,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cluster_17443,contig_0 consensus mapping",123,58,67,69,53,1,0,2,1,0,0,1866,1753,0,4,0,0,0,0,2,0,2,0,0,7,0,0,0,7,6230,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
"Cluster_18678,contig_0 consensus mapping",107,50,88,66,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_4074,contig_0 consensus mapping",67,57,62,49,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Cluster_3605,contig_0 consensus mapping",143,54,80,77,61,0,0,0,0,0,0,0,0,0,0,745,1,0,0,12,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1746,0,1,0,0,0,0,0,0,0
"Cluster_38,contig_0 consensus mapping",121,49,64,63,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_30398,contig_0 consensus mapping",109,49,53,84,52,0,8,0,0,11,1,0,0,0,2656,0,0,16266,0,1,0,0,0,0,3,0,0,6,6,3,0,0,4,0,0,0,0,3,0,0,0,2,5,0,0,0,0,2,0
"Cluster_12405,contig_0 consensus mapping",140,49,48,70,42,1,0,52,1,0,35,1,1707,0,0,1,0,0,58,2,37,2,1,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,1,0,41127,1,2,0,16,1069
"Cluster_18479,contig_0 consensus mapping",29,29,16,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_3443,contig_0 consensus mapping",49,27,19,28,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_18252,contig_0 consensus mapping",112,49,57,60,40,0,0,0,0,0,0,0,0,0,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Cluster_23641,contig_0 consensus mapping",91,34,45,42,34,15,0,0,10,0,0,619,9,0,0,0,0,16,0,0,0,1748,11665,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,3,0,0,2
"Cluster_29036,contig_0 consensus mapping",8,9,6,8,3,0,0,2,0,0,164,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_29706,contig_0 consensus mapping",95,39,55,47,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_12331,contig_0 consensus mapping",137,39,79,52,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_20342,contig_0 consensus mapping",120,62,81,74,46,0,0,0,0,0,1,0,0,0,2666,840,0,0,0,0,0,0,0,0,0,2,0,0,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_30451,contig_0 consensus mapping",67,44,39,35,23,0,0,0,0,0,0,1148,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Cluster_3585,contig_0 consensus mapping",98,43,65,54,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_1215,contig_0 consensus mapping",78,42,40,42,27,1,0,2,1,0,3,0,1242,669,0,0,1,232,2208,0,4,0,1,1,0,0,0,0,8,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Cluster_17738,contig_0 consensus mapping",49,38,42,29,27,0,2,0,0,1,0,178,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2631,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2908,0
"Cluster_31088,contig_0 consensus mapping",47,26,29,28,26,0,9,0,0,9548,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,1,11,1,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Cluster_28321,contig_0 consensus mapping",54,27,36,38,28,0,0,1,0,0,1,0,0,0,0,0,0,0,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Cluster_6309,contig_0 consensus mapping",96,61,64,59,30,0,0,0,0,0,0,0,0,1280,0,0,0,172,0,0,0,0,0,2,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_23455,contig_0 consensus mapping",75,31,44,41,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_5836,contig_0 consensus mapping",134,34,64,67,56,0,0,0,0,0,0,0,0,0,0,0,2,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_5111,contig_0 consensus mapping",89,26,39,32,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_31483,contig_0 consensus mapping",33,23,29,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_7066,contig_0 consensus mapping",90,34,46,51,38,0,0,0,0,0,0,0,0,0,1381,0,5,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,3869,0,1,0,0,0,0,0,2,0
"Cluster_12269,contig_0 consensus mapping",65,36,47,32,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_30688,contig_0 consensus mapping",100,40,53,41,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_22643,contig_0 consensus mapping",89,33,56,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_24225,contig_0 consensus mapping",25,5,13,5,8,0,0,0,0,0,0,0,0,0,63,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
"Cluster_4912,contig_0 consensus mapping",60,23,27,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_18717,contig_0 consensus mapping",46,32,25,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_18997,contig_0 consensus mapping",52,29,43,36,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_29458,contig_0 consensus mapping",23,19,24,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_1844,contig_0 consensus mapping",10,3,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_29687,contig_0 consensus mapping",13,12,3,7,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_30514,contig_0 consensus mapping",48,23,22,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_29174,contig_0 consensus mapping",3,5,2,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_20983,contig_0 consensus mapping",55,29,46,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_3633,contig_0 consensus mapping",5,4,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0
"Cluster_3289,contig_0 consensus mapping",53,32,29,34,20,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,12641,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0
"Cluster_21908,contig_0 consensus mapping",41,37,31,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_6665,contig_0 consensus mapping",3,4,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_5847,contig_0 consensus mapping",41,23,24,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_28428,contig_0 consensus mapping",58,25,24,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_23111,contig_0 consensus mapping",26,15,22,21,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8140,1,0,0,0,0,0,0,0,0,4,0,0,0,4
"Cluster_25446,contig_0 consensus mapping",24,18,8,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_10349,contig_0 consensus mapping",36,6,14,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_12337,contig_0 consensus mapping",1,2,3,1,2,0,0,0,0,0,0,0,4,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0
"Cluster_22499,contig_0 consensus mapping",44,20,22,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cluster_9047,contig_0 consensus mapping",57,14,15,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_16213,contig_0 consensus mapping",3,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"Cluster_22735,contig_0 consensus mapping",30,12,19,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_14888,contig_0 consensus mapping",4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,27,0,0,0,0,0,0,0,0,1
