barcode,vc1,s61_vc12,s40_vc16,s41_vc16,s34_vc5,s1_vc08,s10_vc08,s11_vc08,s12_vc08,s13_vc08,s14_vc08,s15_vc08,s16_vc08,s17_vc08,s18_vc08,s19_vc08,s2_vc08,s20_vc08,s21_vc08,s22_vc08,s23_vc08,s24_vc08,s25_vc08,s26_vc08,s27_vc08,s28_vc08,s29_vc08,s3_vc08,s30_vc08,s31_vc08,s32_vc08,s33_vc08,s34_vc08,s35_vc08,s36_vc08,s37_vc08,s38_vc08,s39_vc08,s4_vc08,s40_vc08,s41_vc08,s42_vc08,s43_vc08,s44_vc08,s45_vc08,s46_vc08,s47_vc08,s48_vc08,s49_vc08,s5_vc08,s50_vc08,s51_vc08,s52_vc08,s53_vc08,s54_vc08,s55_vc08,s56_vc08,s57_vc08,s58_vc08,s59_vc08,s6_vc08,s60_vc08,s61_vc08,s62_vc08,s63_vc08,s64_vc08,s7_vc08,s8_vc08,s9_vc08,s1_vc12,s10_vc12,s11_vc12,s12_vc12,s13_vc12,s14_vc12,s15_vc12,s16_vc12,s17_vc12,s18_vc12,s19_vc12,s2_vc12,s20_vc12,s21_vc12,s22_vc12,s23_vc12,s24_vc12,s25_vc12,s26_vc12,s27_vc12,s28_vc12,s29_vc12,s3_vc12,s30_vc12,s31_vc12,s32_vc12,s33_vc12,s34_vc12,s35_vc12,s36_vc12,s37_vc12,s38_vc12,s39_vc12,s4_vc12,s40_vc12,s41_vc12,s42_vc12,s43_vc12,s44_vc12,s45_vc12,s46_vc12,s47_vc12,s48_vc12,s49_vc12,s5_vc12,s50_vc12,s51_vc12,s52_vc12,s53_vc12,s54_vc12,s55_vc12,s56_vc12,s57_vc12,s58_vc12,s59_vc12,s6_vc12,s60_vc12,s61_vc12,s62_vc12,s63_vc12,s64_vc12,s7_vc12,s8_vc12,s9_vc12
lm75 mapping,179,1183,512,1904,153,196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1381,30,0,1,18,136,0,0,4,0,0,67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,150,0,0,0,0,114,277,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,163,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88,4,0,0,0,5,0,0,0,4,0,0,0,0,1665,0,816,0,406,1183,0,0,0,0,0,3
lm76 mapping,387,1235,0,0,374,86,0,0,0,0,0,0,1451,75,662,101,0,576,81,65,25,330,0,1,339,0,0,0,295,589,0,0,2,1,0,74,1,0,0,0,0,0,0,0,0,669,2,33,59,0,82,9,10,20,0,5,0,14,10,0,0,1,1,24,0,59,0,0,0,379705,7,0,0,697,0,0,46,0,0,0,0,0,5194,0,0,335,0,0,0,809,38629,0,0,0,0,0,12,0,4,0,0,0,0,1900,85,0,0,22,420,0,0,0,142,538992,13,0,9,11210,0,0,0,5771,6249,270,0,2880,1235,0,0,49,0,0,219
lm77 mapping,931,4775,2926,2408,810,842,1,3,1,1,1,1,1182,792,1,39,347,428,96,224,2,0,0,1,1,0,0,476,549,1632,364,145,793,997,906,1042,303,3103,1,3,71,826,201,2252,793,846,85,2678,40,341,843,70,90,187,203,39,0,24,349,260,784,402,1,2,1482,597,1780,1,0,0,32,0,0,3,2,0,0,0,0,2,0,89,0,0,379,0,0,0,0,0,0,2,0,0,0,0,67,0,1,0,0,1,1,0,0,20744,0,0,0,0,0,95,17,0,56,5,14,2,0,0,0,10330,9431,4418,0,4691,4775,289,168,520,0,2,15
lm78 mapping,1543,8090,3862,5720,1798,4220,6,33,4,1,1,6891,6901,216,3419,1644,3,2413,2220,1370,126,546,866,174,483,575,760,134258,0,4146,3,3,354,38,501,253,0,12,836,6,2,3,103,0,1,1347,99,4605,59,642,337,90,89,170,15,29,6,42,2,369,162,480,1,0,1282,3138,5614,4,2959,798421,7,0,95,92,0,0,0,1566,0,6,0,1212,0,0,767,43,0,0,0,26603,0,0,0,0,0,0,10,0,6,0,0,0,307,24151,181,0,0,121,68,0,0,554,256,61484,10,0,38,3874,0,0,238,18442,8144,18389,0,8299,8090,361,27,596,0,0,429
lm79 mapping,897,4972,0,1905,778,0,0,0,1,0,0,0,417,109,0,18,2,115,52,92,83,67,1,0,1,0,0,0,56,3000,0,15,785,0,163,1,0,1,0,0,0,485,0,1514,1509,1094,0,0,34,1,152,25,84,22,24,2,0,5,0,82,1,1,0,0,2,1,0,0,0,0,65,0,9433,2,0,0,38,0,0,0,67569,1289,0,1013,0,315,0,0,0,0,0,0,0,0,441,0,91,0,3,0,0,0,0,384,0,0,0,85,2,0,0,746,0,0,84,1,537,2,0,0,0,2476,8587,2985,0,6878,4972,0,65,28,0,39,2
lm80 mapping,909,5444,1806,1023,840,865,0,0,0,0,2,1,365,1,119,138,0,247,191,678,1,135,0,300,1,0,227,0,1,2459,12,4162,347,310,390,188,26,286,0,4346,1,0,0,0,0,2538,11,16,9,1,71,16,47,0,324,7,1,19,0,29,205,263,0,0,1,697,249,0,0,0,7,7,0,6,1,0,0,0,0,2810,0,86,0,0,0,0,0,0,0,0,0,0,0,5243,0,0,18,542,1,0,0,0,0,0,6,0,0,1,2,0,0,0,13,0,20,2,2,3,0,0,0,12662,9521,7996,0,1170,5444,0,0,0,0,0,7
lm81 mapping,736,4769,2505,1500,695,817,1,0,0,0,3,0,814,201,453,36,1,247,147,414,0,0,251,142,4,1,0,195,560,0,0,1,0,0,0,0,1,0,407,2,0,2,0,0,2,3194,55,33,57,0,171,54,111,182,191,20,1,10,358,143,318,295,1473,1516,0,566,913,1,1,0,0,0,1481432,3549,0,8374,1489013,0,0,0,0,250221,0,2048,462,327724,0,0,0,380650,0,0,32592,0,898674,0,0,0,321435,0,0,0,446188,653111,0,0,0,110215,0,0,0,263026,0,0,37,0,67762,0,0,0,584540,8084,1621,4878,0,2101,4769,136,96,0,0,648888,0
lm82 mapping,283,1066,0,0,174,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,33,23,974,0,0,0,0,217,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1003,0,0,0,2,0,0,0,5,0,0,0,0,202,2,0,0,62,2,0,0,0,2,0,0,0,0,2013,78,0,0,1654,1066,0,0,0,0,41,1
lm83 mapping,939,5544,2093,1351,831,1761,1,0,1,0,2954,2,1439,116,256,120,1,692,186,88,462,0,1,0,0,1,124,0,5,1043,2,37,650,86,3,1,8,4,593,2,3,1,0,2,1,4721,40,55,25,833,123,22,230,66,73,5,3,1465,26,0,552,5,0,3036,2750,1309,1457,4,0,0,8,423,0,8,0,0,0,0,0,2444,0,0,0,0,202,98,0,0,0,0,6,7,0,0,0,0,13,194,2,0,261,0,10,0,0,0,0,0,1,0,0,0,2,0,5,0,6,7,0,0,233,2895,5352,8430,0,3323,5544,95,48,204,1,2,1
lm84 mapping,163,1067,34,1092,146,180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,6,0,0,0,2,64,49,0,1,0,0,0,0,0,0,0,0,110,0,1,0,0,0,0,0,751,0,0,0,2,0,0,0,159,0,0,0,0,0,0,0,0,53690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,59831,19,0,0,344818,0,0,0,2798,0,0,0,1528,1067,0,0,318,0,0,3
lm85 mapping,2039,13600,652,12777,1791,4545,1,1,1,2,3,4,2126,577,820,486,11,4115,898,1749,66,315,514,206,476,3460,996,0,1,4079,49,100,99,85,416,3348,5,1,1,4,135,1,0,7,1,3109,89,861,135,1,421,44,169,118,1,24,4,26,238,289,752,44,1,1427,683,3283,1459,2,1,0,21,0,0,94,0,0,0,0,0,1911,0,91,0,1,0,123,0,0,0,957,51262,0,0,0,0,0,41,0,213,0,0,0,285,0,15,0,0,243,58,3,0,0,52,0,42,10,16,0,0,0,0,14281,25185,6856,0,10497,13600,251,27,302,0,164,36493
lm86 mapping,1229,7712,2523,6583,1053,2449,0,1,1,24,2,2,2394,274,607,917,560,851,403,2300,141,90,1,1631,6,201,52193,1,879,1196,1,26,1,51,1,40,8,3,539,2,1,0,0,0,25,606,15,46,59,498,138,25,87,697,2,1,5,3,3,0,149,116,3320,1,1,1775,1130,2,1,0,4,5,251,22,35,0,0,0,0,6231,0,3914,0,15,0,796,0,0,0,0,0,1747,65748,0,5607,0,3,0,3473,0,0,0,22853,4035,0,0,0,2051,13,0,0,1728,9,0,3,109,1167,0,0,0,1291,5855,986,11567,0,3637,7712,0,16,2368,0,26835,5
lm87 mapping,1063,4021,968,2372,978,1379,1,1,0,0,1,3,1975,234,380,102,968,335,375,377,53,186,761,1,1,1,1,1,1336,4309,210,4,0,129,126,477,0,63,721,1,8,27,0,1112,2,1948,8711,372,169,0,385,96,72,117,146,92,2,177,575,743,258,441,2,0,4,1054,503,0,3,0,15,5591,0,0,31,0,0,1,0,3,0,108,0,24,1022,0,0,0,0,4026,4,0,5,0,0,0,21,0,1063,0,0,0,0,838,0,0,165,112,5,1,0,118,9,0,23,4,224,0,0,0,336,4102,12876,7452,0,2667,4021,41500,46,280,31450,105,4
lm88 mapping,182,1122,595,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1205,7,0,3,0,118,9,23,627,0,1,0,0,3,0,0,89,2,0,928,0,0,0,0,0,4640,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,20,0,48102,0,0,0,47,502,0,0,1,0,0,1,0,0,3,0,9,3,31,0,0,0,0,1446,1063,3497,0,217,1122,39,2,2772,0,3,0
lm89 mapping,603,4433,1909,3104,527,344,1,0,0,0,0,2,24,3,0,113,0,1,0,61,0,1,1,3,0,1,0,0,0,569,0,2,172,70,0,0,0,0,1,0,1,0,1,1,0,2522,35,52,65,0,378,79,131,125,1,27,1,61,5,128,0,494,0,1,1073,249,1,0,2325,0,10,0,0,8,0,1,4,0,0,3,0,111,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,18116,0,3,0,0,4,0,0,1,0,10,0,17,4,22,13,0,0,0,6411,5543,7016,0,1568,4433,158,172,450,0,0,9
lm90 mapping,334,2029,0,0,376,1985,0,0,0,0,1,2,322,0,90,107,0,0,7,0,1,0,1,43,0,0,0,0,3,1975,1,14,89,33,0,54,3,2,0,0,4,0,0,0,0,1850,1,2,17,0,0,2,11,8,62,1,2,1,0,46,2,0,0,1545,1,1526,0,1,0,0,10,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,16,0,0,0,0,0,0,632,7800,30,1,148,2029,0,9,0,1,0,1
lm91 mapping,556,3456,1145,3876,652,344,0,0,0,0,3,0,1036,106,0,50,0,366,126,357,2,53,343,1,0,1,208,0,0,3242,0,16,0,0,1,254,4,2,0,0,0,0,0,0,3,1537,603,73,24,0,265,50,61,53,292,17,1,12,2,53,3,232,0,1533,3,266,4,0,0,0,0,0,363,7,0,0,18,0,0,5,0,244,0,1,2,0,0,0,0,0,6,0,1,6,0,0,1,0,491,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,2,0,13,2,0,0,0,56,725,4042,0,5032,3456,3057,28,147,41055,0,0
lm92 mapping,121,766,0,0,123,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,491,0,0,0,0,1,0,1,0,0,0,0,73,0,0,929,689,1,46,27,0,203,44,202,0,174,20,0,0,8,718,0,431,0,0,0,0,0,0,0,0,0,0,41,2,0,0,0,0,1,0,0,1,0,0,0,159,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,2,6,1,0,0,0,0,6104,500,2895,0,1214,766,0,143,0,0,0,1
lm93 mapping,2673,15187,1942,15118,2519,6203,123,3,89,3807,37,5,4725,3358,1156,397,1825,1173,241,1353,43,121,4,270,3,146736,734,240,44817,2907,2,202,146,7,272,221,36,207,111,5,12,158,6,154,1087,3123,723,4069,756,2807,217160,1062,4418,1096,1230,501,98,731,4141,3180,339,63367,7,1817,2007,4399,623,8,7,0,7,101,1123,22,0,5505,0,0,0,12,0,1491,0,1,2096,791,747748,0,0,0,0,1047,0,0,67909,0,33,0,1835,0,0,0,116,488,515215,0,0,0,0,0,0,0,833,0,30,162,397,0,0,0,5288,14338,9886,32619,0,14088,15187,3532,3330,3692,0,202,1099
lm94 mapping,1261,8032,1624,11101,1236,2899,9,2,34,14,143,27,2652,140,15,253,20,159,164,491,100,180,4,14,5,261,343,97,765,2340,6447,3265,53699,9637,110441,9064,400996,83954,305,6901,2791,2579,1668,25342,19519,456,52,92,4,3191,98,29,174,31,102,25,7,53,51,118,469,115,4,100,20,1941,36,7,2,0,88,0,0,14,0,0,7,13,0,0,61415,475,0,0,0,176,7502,0,0,0,0,0,0,0,231,0,105,0,4,0,0,0,4,676,0,0,0,1552,0,0,0,0,20,0,98,0,12,0,0,0,0,10920,17978,1438,0,6087,8032,11,4,0,0,4943,18
lm95 mapping,215,838,343,0,248,740,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,503,1,0,0,0,0,0,1443,2,34,13,0,18,0,0,33,180,0,0,1,25,0,0,0,0,0,0,524,0,708,2301,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,12,1,0,0,0,0,1,0,2610,2310,0,0,838,0,0,149,0,1,0
lm96 mapping,207,1205,0,1850,267,191,1,1,0,1,0,0,842,124,84,15,0,287,1613,493,0,0,1,1,439,342,2,0,0,452,0,1,0,0,86,13,0,0,0,1,0,0,0,324,1,267,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,154,0,0,0,0,4,0,0,0,0,10465,0,0,0,4006,0,5,0,0,2250,0,0,3,0,0,1,0,1,0,2,1,4,0,4,0,0,0,6,0,0,0,0,0,0,0,0,538,0,0,2,0,4,0,0,2,0,213,1889,6451,1,2442,1205,0,0,0,0,2,0
lm97 mapping,410,3614,606,2624,534,394,0,1,0,1,1,0,1977,98,134,18,0,487,369,839,31,0,1,0,0,0,712,0,0,1,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,2607,20,54,33,0,111,90,240,17,224,22,5,64,123,0,3,120,0,2,0,322,1181,1,0,0,14,0,0,6,0,5340,28,1,2,0,0,69,0,4,4,109,0,0,0,0,5,0,0,6,357,0,14,660,2,0,0,0,122,546,0,0,0,209,2,0,0,4867,14,0,23,0,4,0,4757,0,0,8708,11046,7130,0,1899,3614,51,290,30,0,8,7
lm98 mapping,1598,12283,4330,2448,1306,3493,7,2,4,50,2,0,788,4865,4382,3216,0,7183,159266,1086,2320,8031,1691,509,4623,1874,5200,731,312,3,1,1,3,5,9,76,8,3,7,5,8,1,3,10,68,7477,16,22,55,757,131,55,158,93,0,34,8,38,62,101,709,160,1906,3,2342,2407,856,5,3,0,10,503,3077,15,0,0,242,0,620,0,0,2213,0,0,0,11561,0,0,0,70566,0,1,0,0,21,0,18,0,2525,0,0,0,636,1435,7,0,0,183,8,0,0,5618,25,0,15,10,1759,0,0,0,888,19305,6924,16953,0,12444,12283,0,107,19,0,418,16
lm99 mapping,1217,5324,1042,2634,1237,1710,139,2309,99,144,1768,256,2314,222,191,337,131,821,611,332,325,39,108,126,193,14604,73,242,877,4011,8103,286,357,892,736,1513,135,342,115,65,234,212,260,212,676,17500,377048,174351,151829,373,161816,98873,33457,169945,204955,301569,80,85794,86365,306326,330,129984,4855,199,1823,1238,976,29,113,0,21,3,0,56,1592,2014,0,0,0,1162,0,1488,0,1144,123,454,0,0,0,0,0,0,560,49,5857,0,0,0,574,0,0,0,27,5977,0,0,0,0,0,570,0,254,25,0,0,0,20,0,0,255,393,14750,0,16870,104705,8900,5324,1837561,327526,624923,0,3120,12
lm100 mapping,1882,13035,2112,4097,1786,1583,6,0,1,5,3,4,4239,331,16256,305,7,1562,326,981,381,5367,1,6,949,99,469,1,570,5069,3,53,1144,59,96,293,3,9,354,3,2,12,1,0,12,4362,33,42,55,14190,68,69,27,81,8,16,10,21,5,141,1,95,921,1314,3948,1066,295,5,5,0,86,0,26590,34,0,0,0,0,0,1018,66572,1109,0,0,1361,992,0,0,0,558,19,10033,0,0,209,0,129,0,33,0,0,0,330,822,0,0,0,375,12,0,0,356,31,0,120,19,46,5,0,0,0,20881,22851,36870,0,10365,13035,0,0,107,55610,0,23
lm101 mapping,810,5067,1214,4515,867,5388,0,1,1,0,12,1,1035,16,51,115,0,1028,844,5623,31,112,20093,0,1804,16,2,1,19,43,1,13,1,2,3,0,10,0,2,2,19,0,0,1,4,3590,68,50,73,564,358,109,320,62,105,63,4,94,70,46,9489,516,0,1119,1,3839,1770,1,9,0,34,0,0,0,842,0,0,0,1070,0,0,78,0,175287,0,0,0,0,36352,0,0,0,207,0,0,0,45,0,0,0,47890,14796,0,0,0,28686,0,0,0,412955,0,0,0,0,183,238,6,0,7846,0,0,2130,5126,11161,279777,4334,5067,0,259,137,0,0,1
lm102 mapping,1334,7866,4372,3400,1379,1679,0,3,26,2,3,3,2825,251,0,119,0,30,158,403,34,1,1,0,9848,117,1503,7,1,4910,2,143,4,47,16032,58,25,4,568,6407,2,85,146,165,8661,1785,39,121,46,5047,233,23,202,19,122,24,5,42,18,42,1,46203,6,1540,4777,1172,9,5,2069,0,4502,0,0,7,54,0,0,0,0,0,0,39,0,34414,213,215,0,0,0,0,0,0,49781,0,43772,0,18,0,5,0,0,0,545,203,0,0,0,5118,4,28,0,78,18,0,43,4,22,0,0,0,0,12270,10844,11189,0,3345,7866,0,0,0,0,681,6
lm103 mapping,154,959,0,0,121,135,1771,1,0,0,1,1,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1003,0,937,0,1,2,360,0,0,1,1,1156,0,1,2,1,0,0,754,59,0,1,250,39,23,46,34,0,1,0,5,0,0,118,0,0,0,0,132,1041,0,0,0,0,0,0,0,1,0,6,5,0,1,0,371,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,84,3,0,0,0,4,1,0,3,5,2,0,0,353,3701,0,1316,0,1750,959,241,31,133,0,0,1
lm104 mapping,363,1726,1261,2936,463,61,0,0,0,1,0,0,443,0,0,49,0,0,0,74,34,0,0,0,0,0,272,0,1,663,0,0,0,0,0,0,8,3,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0,1222,0,1273,47,0,0,0,0,0,0,20889,107,0,0,0,0,0,0,0,7910,0,0,0,2311,0,0,0,959,0,0,0,0,1083,0,0,0,336,0,0,0,4156,142507,0,0,0,333511,0,0,0,0,3,0,1,0,526,1,0,0,917,5235,0,0,0,2622,1726,0,0,0,0,770,0
lm105 mapping,274,2249,101,3222,309,2558,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,156,0,0,0,0,0,1109,1,0,0,3,1,0,0,0,1,345,15,0,18,400,169,0,76,87,0,7,3,0,0,0,0,201,0,0,0,1835,0,1,2,0,0,2,0,4,0,0,1,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,4,0,0,0,1,0,0,4243,614,757,0,5,2249,58,0,390,0,2,2
lm106 mapping,1600,10594,981,3018,1495,1879,2,1,0,6,12,0,2190,85,143,1,3,132,378,756,3,0,1,1,1,0,0,1,1,3283,3,736,75,796,5,3583,75,5,2,0,4,338,5,1,2,6501,96,268,100,1716,1660,110,1992,146,377,655,3,155,372,354,5,2103,2016,1574,1157,1329,398,1,0,0,110,11141,0,8,0,6038,0,0,0,6088,47802,663,0,0,40208,0,0,0,0,1299,4,471,0,11,233,0,187,0,0,0,0,93538,0,0,0,46361,0,415,0,0,774,215,5,0,160,408,9,3,0,9730,0,8827,22073,12882,0,5170,10594,340,9,415,0,0,4
lm107 mapping,259,1351,0,1812,207,452,0,5,0,0,0,0,1023,0,219,137,0,79,104,233,142,0,1,0,0,0,0,6,0,1379,24,0,0,14874,25,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,5,0,0,0,1,2,0,0,2,0,0,0,0,0,370,0,0,0,0,2,0,0,1,0,0,0,0,0,2626,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,3,0,2,0,0,0,6,0,1,0,0,0,0,0,0,0,2,0,5,0,4,1,0,0,0,832,1767,7900,0,2684,1351,0,0,0,0,0,0
lm108 mapping,474,3021,467,2892,484,974,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,3750,19,46,19,0,93,9,35,2,2,11,0,25,51,182,293,0,0,0,38,666,363,0,0,0,0,0,0,5,0,1,46,494,0,0,0,721,0,1,427,0,0,1,0,899,0,6,0,0,0,0,2,0,4,0,0,0,168,0,4,0,0,0,1,0,0,381,13,0,1,2,9,1,0,4,0,8956,1079,5890,0,3554,3021,56,3,0,0,156,3
lm109 mapping,696,6178,1742,3026,761,1502,0,2142,67,0,54,2611,1914,520,115,100,1,156,706,313,5,1,5,0,2,1,0,744,4,5861,2,90,3425,1465,779,0,1,585,0,161,2,31,1,1,0,2544,27,133,39,475,125,30,122,46,206,34,0,7,1,38,98,0,0,1693,2,1052,1,0,1,0,18,1,112,11,0,1,3,0,1,0,0,1238,0,0,0,232,0,0,0,2522,4,0,0,0,237,0,11,0,8,0,0,0,4,0,4,0,0,249,2,0,0,605,7,0,12,6,210,4,0,0,0,12179,8035,2353,0,2745,6178,81,34,170,0,7,13
lm110 mapping,152,1468,946,1530,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,228,0,0,0,0,0,8,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19,0,0,0,0,143,0,0,0,298,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,1944,0,110,0,899,1468,0,23,0,0,0,2
lm111 mapping,907,4948,1099,2374,957,2173,1287,0,0,1,0,0,282,0,221,5,2,572,114,15,0,84,4,2,0,1,4,1,2,1640,2,53,551,0,0,26,13,0,1338,1,107,1,0,2,436,2411,43,25,4,1123,356,23,5,2,64,23,1,42,0,108,4104,356,1644,3,1,1402,2150,1,1,0,8,0,0,8,0,29,9012,0,0,1325,0,919,0,0,857,1360,0,0,0,1953,2,0,0,0,220,0,10,0,13,0,0,0,19,669,4,0,0,348,6,0,2126,128,23,0,1211,0,19,0,0,4030,2013,20124,9776,15205,0,9439,4948,56,0,0,0,771,27
lm112 mapping,1812,9618,0,1875,1595,2466,0,4,4,0,2,1,6224,488,399,202,13,4892,273,2246,6,277,456,237,1,130,1489,1185,2999,5806,46,188,516,1007,527,137,3,7,658,3,6,2,15,19,0,4999,65,40,45,1,232,21,569,6,57,16,3,5,324,24,231,94,0,2,1573,1885,402,67,3797,0,12,415,515,21,0,93,1,0,0,1811,0,6856,0,0,239410,347,0,0,0,72,0,80697,0,57,8254,0,24,33,2148,0,0,0,392,368,0,0,0,534,3,0,1395,121,18,0,558,0,22,0,0,4522,466,13022,9256,12376,0,4651,9618,140,0,0,0,119,1
lm113 mapping,687,3366,1813,1494,574,595,0,0,0,0,1,0,1131,6154,1,568,0,36,171,343,0,0,4,0,0,111,0,0,0,0,0,2,0,0,1,0,1,0,0,1,3,0,0,1,0,2275,7,158,28,0,203,10,209,1,110,8,0,40,18,87,1,244,0,0,0,418,0,1,3,0,0,0,16,7,0,0,0,0,0,8664,0,0,0,0,4131,204,0,0,0,0,7,0,0,7,99,0,0,0,6,0,0,0,158,232,6,0,0,0,2,0,734,1,10,0,0,723,2,0,0,8312,0,6471,0,7939,0,803,3366,0,5,0,0,1,5
lm114 mapping,847,4681,0,0,950,2912,0,0,1,2,0,4,1232,630,398,109,298,478,356,495,11,1,2,334,117,1594,2,1,1,4816,1,47,311,142,534,3661,2,3,468,1,2,1,759,0,692,648,54,81,39,247,48,12,50,4,1,4,2,21,0,51,263,173,1874,1,2010,2116,1014,1,0,0,6,0,7824,35,0,0,0,0,0,0,0,2421,0,0,890,433,0,0,1,2019,5,0,0,0,147,0,6,0,12,0,311,0,19,0,3,0,0,106,7,0,0,433,4,0,19,0,15,6,0,0,236,2569,5274,10093,0,5162,4681,224,10,0,0,1,1
lm115 mapping,686,5336,633,876,837,5714,1,0,0,0,0,1,1842,236,1168,155,1,386,705,2019,3,436,2,38,3,0,0,0,0,2440,95,1,209,141,73,54,1,1,0,3,3,86,0,0,0,1617,8,22,14,826,116,10,88,0,122,12,7,7,102,0,3,56,0,3,2,4235,293,2,2,0,8,0,58,8,1,10865,0,0,0,0,0,915,0,435,954,133,0,0,0,0,2,3,1,0,0,0,7,0,746,0,0,0,4,0,0,0,214,0,4,0,0,2417,7,0,14,0,8,0,2102,7,655,4946,3855,1950,0,5513,5336,0,0,0,0,3,8
lm116 mapping,1709,10324,1384,10660,1676,8747,0,1,1,7787,7,0,1565,180,765,1514,1,1000,720,4861,3,376,3,1,348,302,1002,700,2,3452,30,79,249,169,89,110,3,584,1487,5,10,0,1,2,12,2817,27,220,63,1802,337,19,285,96,146,16,3,56,23,0,185,200,6949,1441,1,5517,571,3,2,0,8,0,1179,10,0,2297,6,0,3,1,0,0,0,326,0,0,2,0,2,0,7,5,0,2,0,0,9,0,3082,0,0,0,65,0,2,0,0,146,9,0,0,0,11,0,19,2,10,7,0,1,229,12997,7712,12056,0,4364,10324,89,43,234,0,1,9
lm117 mapping,744,6369,1630,5529,881,4391,1,0,1,4060,7,0,3269,159,340,279,0,1586,469,3043,260,1161,7460,27,133,87,313,0,379,2747,1,11,3,2,2970,31,7,6,2,6,10,0,0,4,6,5060,24,75,44,642,643,17,184,25,99,119,6,45,0,166,184,0,1882,1708,2,3210,8078,5,1,0,29,418,0,11,0,17,93,0,0,3533,0,172,0,0,669,236,0,0,0,0,12,0,1,0,0,0,24,0,1485,0,0,0,35,0,0,0,0,202,5,0,1001,322,16,0,26,6,21,15,0,0,0,11668,14329,13889,0,4183,6369,11,0,0,41525,0,12
lm118 mapping,528,4288,667,122,499,114,0,137,1,0,1,0,309,99,1,13,0,289,20,241,0,88,0,1,1,0,65,0,0,315,2316,19,110,54,0,151,3,0,127,1,0,0,0,492,4,851,12,80,32,3,25,24,69,26,44,10,0,4,0,0,22,104,2491,1,3,90,52,0,0,55619,9,4,0,7,0,0,5,0,0,5761,0,965,0,0,0,128,0,0,0,0,0,0,0,0,31,0,21,0,3,0,0,0,227,0,4,0,0,0,0,0,0,0,29,0,15,0,5,1,0,0,82,7638,7747,12474,0,2358,4288,69,21,36,0,0,29
